,Date,SNP500_High_x,SNP500_Low_x,Bitcoin_High,Bitcoin_Low,Oil_High,Oil_Low,Gold_High,Gold_Low,SNP500_High_y,SNP500_Low_y,Interest
0,11/28/2022,76.17,73.84,"16,481.4","16,060.8",76.17,73.84,"1,753.85","1,745.80",76.17,73.84,1.41
1,11/27/2022,76.35,75.84,"16,595.4","16,414.6",76.35,75.84,"1,770.60","1,750.10",76.35,75.84,1.41
2,11/25/2022,79.89,76.23,"16,686.3","16,387.9",79.89,76.23,"1,761.20","1,745.90",79.89,76.23,1.41
3,11/24/2022,78.19,76.92,"16,611.8","16,360.9",78.19,76.92,"1,758.95","1,752.55",78.19,76.92,1.41
4,11/23/2022,81.95,76.83,"16,785.6","16,472.0",81.95,76.83,"1,754.90","1,719.00",81.95,76.83,1.41
5,11/22/2022,82.36,79.86,"16,677.6","16,162.3",82.36,79.86,"1,751.00","1,737.60",82.36,79.86,1.41
6,11/21/2022,80.3,75.08,"16,274.6","15,620.4",80.3,75.08,"1,755.00","1,733.90",80.3,75.08,1.41
7,11/20/2022,80.42,80.17,"16,287.9","15,504.2",80.42,80.17,"1,754.75","1,751.85",80.42,80.17,1.41
8,11/18/2022,82.64,77.24,"16,749.3","16,209.2",82.64,77.24,"1,769.90","1,749.20",82.64,77.24,1.41
9,11/17/2022,85.45,81.4,"16,814.9","16,608.9",85.45,81.4,"1,777.60","1,756.60",85.45,81.4,1.41
10,11/16/2022,87.51,84.2,"16,846.3","16,553.0",87.51,84.2,"1,788.20","1,773.40",87.51,84.2,1.41
11,11/15/2022,88.68,84.06,"16,739.7","16,425.8",88.68,84.06,"1,791.80","1,770.20",88.68,84.06,1.41
12,11/14/2022,89.84,85.15,"16,993.4","16,408.2",89.84,85.15,"1,778.40","1,755.80",89.84,85.15,1.41
13,11/11/2022,90.1,86.18,"17,112.0","16,543.9",90.1,86.18,"1,775.60","1,750.30",90.1,86.18,1.41
14,11/10/2022,87.35,84.7,"17,158.4","15,834.0",87.35,84.7,"1,760.60","1,705.50",87.35,84.7,1.41
15,11/09/2022,89.24,85.5,"16,946.5","16,274.9",89.24,85.5,"1,725.80","1,705.10",89.24,85.5,1.41
16,11/08/2022,92.17,88.52,"17,100.8","16,633.9",92.17,88.52,"1,720.40","1,667.10",92.17,88.52,1.41
17,11/07/2022,93.74,90.4,"17,679.4","16,435.5",93.74,90.4,"1,685.60","1,670.00",93.74,90.4,1.41
18,11/04/2022,92.87,87.82,"18,138.2","15,799.3",92.87,87.82,"1,686.40","1,631.10",92.87,87.82,1.41
19,11/03/2022,89.67,87.6,"18,583.8","15,603.3",89.67,87.6,"1,643.20","1,618.30",89.67,87.6,1.41
20,11/02/2022,90.36,87.72,"20,667.5","17,260.0",90.36,87.72,"1,673.10","1,637.40",90.36,87.72,1.41
21,11/01/2022,89.45,85.92,"21,055.4","20,410.5",89.45,85.92,"1,660.30","1,633.60",89.45,85.92,1.41
22,10/31/2022,88.65,85.3,"21,360.4","20,901.0",88.65,85.3,"1,648.50","1,634.50",88.65,85.3,1.41
23,10/28/2022,88.76,87.08,"21,464.7","21,084.1",88.76,87.08,"1,670.90","1,640.70",88.76,87.08,1.41
24,10/27/2022,89.79,87.33,"21,281.9","20,184.6",89.79,87.33,"1,669.20","1,654.40",89.79,87.33,1.41
25,10/26/2022,88.41,84.14,"20,384.5","20,066.6",88.41,84.14,"1,674.00","1,652.30",88.41,84.14,1.41
26,10/25/2022,86.03,83.06,"20,778.3","20,065.8",86.03,83.06,"1,660.50","1,637.00",86.03,83.06,1.41
27,10/24/2022,85.92,82.63,"20,676.6","20,348.1",85.92,82.63,"1,666.30","1,643.60",85.92,82.63,1.41
28,10/21/2022,85.9,83.15,"20,822.4","20,260.0",85.9,83.15,"1,657.20","1,618.10",85.9,83.15,1.41
29,10/20/2022,88.17,85.22,"20,922.3","20,522.5",88.17,85.22,"1,644.30","1,621.20",88.17,85.22,1.41
30,10/19/2022,86.2,82.59,"21,038.1","20,561.9",86.2,82.59,"1,654.00","1,628.00",86.2,82.59,1.41
31,10/18/2022,86.51,82.09,"20,744.0","20,058.2",86.51,82.09,"1,660.40","1,647.00",86.51,82.09,1.41
32,10/17/2022,87.12,84.61,"20,867.9","20,231.6",87.12,84.61,"1,667.60","1,645.20",87.12,84.61,1.41
33,10/14/2022,89.73,85.2,"20,981.5","20,062.9",89.73,85.2,"1,672.10","1,640.80",89.73,85.2,1.41
34,10/13/2022,89.66,85.56,"20,406.9","19,249.0",89.66,85.56,"1,688.90","1,648.30",89.66,85.56,1.41
35,10/12/2022,90.07,86.28,"19,588.6","19,177.2",90.07,86.28,"1,685.10","1,668.00",90.07,86.28,1.41
36,10/11/2022,91.35,87.91,"19,680.9","19,092.5",91.35,87.91,"1,691.30","1,667.50",91.35,87.91,1.41
37,10/10/2022,93.64,90.54,"19,249.9","19,116.1",93.64,90.54,"1,707.40","1,672.50",93.64,90.54,1.41
38,10/07/2022,93.31,88.0,"19,245.5","18,703.3",93.31,88.0,"1,722.80","1,698.40",93.31,88.0,1.41
39,10/06/2022,89.07,87.04,"19,334.5","18,935.6",89.07,87.04,"1,734.20","1,714.80",89.07,87.04,1.41
40,10/05/2022,88.42,85.42,"19,358.6","19,101.2",88.42,85.42,"1,736.60","1,708.80",88.42,85.42,1.41
41,10/04/2022,86.98,83.22,"19,692.9","19,102.8",86.98,83.22,"1,738.70","1,704.00",86.98,83.22,1.41
42,10/03/2022,84.56,80.87,"19,663.5","19,163.6",84.56,80.87,"1,710.40","1,666.50",84.56,80.87,1.41
43,09/30/2022,82.56,79.14,"19,411.9","19,066.0",82.56,79.14,"1,684.40","1,667.50",82.56,79.14,1.41
44,09/29/2022,82.94,80.34,"19,218.7","19,000.8",82.94,80.34,"1,673.10","1,649.30",82.94,80.34,1.41
45,09/28/2022,82.34,76.55,"19,933.9","19,098.6",82.34,76.55,"1,666.00","1,618.00",82.34,76.55,1.41
46,09/27/2022,79.51,76.42,"19,494.4","18,207.9",79.51,76.42,"1,643.50","1,626.70",79.51,76.42,1.41
47,09/26/2022,80.31,76.25,"19,212.6","19,010.6",80.31,76.25,"1,651.00","1,623.20",80.31,76.25,1.41
48,09/23/2022,83.92,78.04,"19,261.3","18,868.7",83.92,78.04,"1,674.60","1,642.70",83.92,78.04,1.41
49,09/22/2022,86.0,82.4,"19,520.7","19,057.0",86.0,82.4,"1,688.00","1,659.00",86.0,82.4,1.41
50,09/21/2022,86.68,82.49,"19,552.1","19,329.6",86.68,82.49,"1,685.90","1,657.60",86.68,82.49,1.41
51,09/20/2022,86.45,83.52,"19,612.2","19,274.7",86.45,83.52,"1,682.30","1,665.90",86.45,83.52,1.41
52,09/19/2022,86.22,82.1,"20,051.4","19,352.1",86.22,82.1,"1,680.20","1,663.50",86.22,82.1,1.41
53,09/16/2022,86.59,84.27,"20,436.7","19,873.7",86.59,84.27,"1,680.00","1,659.10",86.59,84.27,1.41
54,09/15/2022,89.15,84.53,"20,353.8","19,761.7",89.15,84.53,"1,695.00","1,664.80",89.15,84.53,1.41
55,09/14/2022,90.19,86.18,"20,436.1","19,506.4",90.19,86.18,"1,709.70","1,701.10",90.19,86.18,1.41
56,09/13/2022,89.31,85.06,"19,676.0","19,001.3",89.31,85.06,"1,733.40","1,703.80",89.31,85.06,1.41
57,09/12/2022,89.1,85.16,"19,389.9","18,937.3",89.1,85.16,"1,737.30","1,728.00",89.1,85.16,1.41
58,09/09/2022,87.2,82.71,"19,480.3","19,172.6",87.2,82.71,"1,726.40","1,716.00",87.2,82.71,1.41
59,09/08/2022,84.25,81.2,"20,174.9","19,208.9",84.25,81.2,"1,725.50","1,713.50",84.25,81.2,1.41
60,09/07/2022,87.76,81.5,"19,631.5","18,877.9",87.76,81.5,"1,722.80","1,722.80",87.76,81.5,1.41
61,09/06/2022,90.39,86.18,"19,757.8","18,505.3",90.39,86.18,"1,719.70","1,714.20",90.39,86.18,1.41
62,09/05/2022,90.37,87.98,"20,361.2","18,850.4",90.37,87.98,"1,726.60","1,718.75",90.37,87.98,1.41
63,09/04/2022,88.28,86.91,"19,304.8","18,695.2",88.28,86.91,"1,723.75","1,718.65",88.28,86.91,1.41
64,09/02/2022,89.66,86.35,"19,125.1","18,659.6",89.66,86.35,"1,709.60","1,709.60",89.66,86.35,1.41
65,09/01/2022,89.63,85.98,"19,310.6","18,812.0",89.63,85.98,"1,708.00","1,707.00",89.63,85.98,1.41
66,08/31/2022,92.73,88.27,"19,477.3","18,554.8",92.73,88.27,"1,721.40","1,721.40",92.73,88.27,1.41
67,08/30/2022,97.66,90.54,"19,490.9","18,371.0",97.66,90.54,"1,731.60","1,731.60",97.66,90.54,1.41
68,08/29/2022,97.37,92.29,"19,758.4","18,191.8",97.37,92.29,"1,748.60","1,722.50",97.37,92.29,1.41
69,08/26/2022,94.02,91.08,"19,626.3","18,742.6",94.02,91.08,"1,762.30","1,737.00",94.02,91.08,1.41
70,08/25/2022,95.76,92.29,"19,666.6","18,277.8",95.76,92.29,"1,769.30","1,753.80",95.76,92.29,1.41
71,08/24/2022,95.4,92.79,"20,113.9","19,347.7",95.4,92.79,"1,759.70","1,745.50",95.4,92.79,1.41
72,08/23/2022,94.22,90.42,"20,178.6","19,761.0",94.22,90.42,"1,757.60","1,733.80",94.22,90.42,1.41
73,08/22/2022,91.26,86.6,"19,883.0","19,352.9",91.26,86.6,"1,752.30","1,730.40",91.26,86.6,1.41
74,08/19/2022,92.09,88.38,"20,321.4","19,532.3",92.09,88.38,"1,762.70","1,749.50",92.09,88.38,1.41
75,08/18/2022,91.46,87.32,"20,503.7","19,654.2",91.46,87.32,"1,775.90","1,758.90",91.46,87.32,1.41
76,08/17/2022,89.16,85.88,"22,702.5","19,909.6",89.16,85.88,"1,786.30","1,763.70",89.16,85.88,1.41
77,08/16/2022,90.65,85.73,"22,465.4","21,581.6",90.65,85.73,"1,787.60","1,775.20",90.65,85.73,1.41
78,08/15/2022,92.1,86.82,"21,836.4","21,363.0",92.1,86.82,"1,808.20","1,777.60",92.1,86.82,1.41
79,08/12/2022,94.81,91.16,"21,790.6","21,139.9",94.81,91.16,"1,808.60","1,789.90",94.81,91.16,1.41
80,08/11/2022,95.05,91.24,"21,545.7","19,294.1",95.05,91.24,"1,804.30","1,788.50",95.05,91.24,1.41
81,08/10/2022,92.43,87.66,"19,444.7","19,034.5",92.43,87.66,"1,814.40","1,793.00",92.43,87.66,1.41
82,08/09/2022,92.65,89.05,"19,445.9","18,548.4",92.65,89.05,"1,806.00","1,788.50",92.65,89.05,1.41
83,08/08/2022,90.89,87.22,"20,169.3","18,723.3",90.89,87.22,"1,795.50","1,776.20",90.89,87.22,1.41
84,08/05/2022,90.76,87.01,"20,042.9","19,650.7",90.76,87.01,"1,800.50","1,769.80",90.76,87.01,1.41
85,08/04/2022,91.9,87.55,"20,017.8","19,594.7",91.9,87.55,"1,801.00","1,769.50",91.9,87.55,1.41
86,08/03/2022,96.57,90.38,"20,043.8","19,660.7",96.57,90.38,"1,779.10","1,759.70",96.57,90.38,1.41
87,08/02/2022,96.47,92.59,"20,428.2","19,764.7",96.47,92.59,"1,794.80","1,766.20",96.47,92.59,1.41
88,08/01/2022,98.65,92.42,"20,202.7","19,584.4",98.65,92.42,"1,781.80","1,764.10",98.65,92.42,1.41
89,07/29/2022,101.88,96.41,"20,469.1","19,793.4",101.88,96.41,"1,774.20","1,758.40",101.88,96.41,1.41
90,07/28/2022,99.84,96.04,"20,558.2","19,559.7",99.84,96.04,"1,764.00","1,740.90",99.84,96.04,1.41
91,07/27/2022,98.59,94.3,"20,394.5","19,551.2",98.59,94.3,"1,743.00","1,713.80",98.59,94.3,1.41
92,07/26/2022,99.0,94.76,"20,150.8","19,542.9",99.0,94.76,"1,729.90","1,715.90",99.0,94.76,1.41
93,07/25/2022,96.94,93.01,"20,343.6","19,849.8",96.94,93.01,"1,734.30","1,717.50",96.94,93.01,1.41
94,07/22/2022,97.95,94.23,"21,815.3","20,122.4",97.95,94.23,"1,740.30","1,716.40",97.95,94.23,1.41
95,07/21/2022,99.99,94.59,"21,801.2","21,324.8",99.99,94.59,"1,722.60","1,682.80",99.99,94.59,1.41
96,07/20/2022,104.39,101.51,"21,832.3","21,171.1",104.39,101.51,"1,715.00","1,694.60",104.39,101.51,1.41
97,07/19/2022,104.46,99.85,"21,661.0","20,919.6",104.46,99.85,"1,719.10","1,707.70",104.46,99.85,1.41
98,07/18/2022,102.8,95.85,"21,517.4","20,912.1",102.8,95.85,"1,724.70","1,708.90",102.8,95.85,1.41
99,07/15/2022,99.03,94.57,"21,692.4","21,077.4",99.03,94.57,"1,716.70","1,703.50",99.03,94.57,1.41
100,07/14/2022,97.0,90.56,"21,357.4","20,784.8",97.0,90.56,"1,738.70","1,700.60",97.0,90.56,1.41
101,07/13/2022,97.96,93.67,"23,202.3","20,807.8",97.96,93.67,"1,748.20","1,710.90",97.96,93.67,1.41
102,07/12/2022,103.49,95.35,"23,578.0","23,131.3",103.49,95.35,"1,738.80","1,726.00",103.49,95.35,1.41
103,07/11/2022,105.05,100.89,"24,423.5","23,191.6",105.05,100.89,"1,744.70","1,735.10",105.05,100.89,1.41
104,07/08/2022,105.24,101.51,"24,240.8","23,693.8",105.24,101.51,"1,755.40","1,737.00",105.24,101.51,1.41
105,07/07/2022,104.48,96.57,"25,205.7","23,784.5",104.48,96.57,"1,748.10","1,742.40",104.48,96.57,1.41
106,07/06/2022,102.14,95.1,"24,997.3","24,172.2",102.14,95.1,"1,774.90","1,736.80",102.14,95.1,1.41
107,07/05/2022,111.45,97.43,"24,882.9","24,318.7",111.45,97.43,"1,817.00","1,768.90",111.45,97.43,1.41
108,07/04/2022,110.77,107.25,"24,440.8","23,616.4",110.77,107.25,"1,815.20","1,763.00",110.77,107.25,1.41
109,07/01/2022,109.34,104.56,"24,209.9","22,714.7",109.34,104.56,"1,816.80","1,788.90",109.34,104.56,1.41
110,06/30/2022,110.45,105.1,"23,912.0","22,886.5",110.45,105.1,"1,830.00","1,811.50",110.45,105.1,1.41
111,06/29/2022,114.05,109.22,"24,234.1","23,160.6",114.05,109.22,"1,822.00","1,822.00",114.05,109.22,1.41
112,06/28/2022,112.22,109.62,"23,387.7","22,852.3",112.22,109.62,"1,830.90","1,819.10",112.22,109.62,1.41
113,06/27/2022,110.54,105.6,"23,344.4","22,923.6",110.54,105.6,"1,842.80","1,821.80",110.54,105.6,1.41
114,06/24/2022,108.58,103.64,"23,447.6","22,593.5",108.58,103.64,"1,833.70","1,817.70",108.58,103.64,1.41
115,06/23/2022,107.05,102.32,"23,214.5","22,438.7",107.05,102.32,"1,848.90","1,823.50",107.05,102.32,1.41
116,06/22/2022,109.76,101.53,"23,623.7","22,698.6",109.76,101.53,"1,850.30","1,824.50",109.76,101.53,1.41
117,06/21/2022,112.47,108.72,"23,423.3","22,670.8",112.47,108.72,"1,848.40","1,830.70",112.47,108.72,1.41
118,06/20/2022,109.17,106.84,"23,484.4","22,863.8",109.17,106.84,"1,848.40","1,830.70",109.17,106.84,1.41
119,06/17/2022,118.97,108.25,"24,605.3","23,521.8",118.97,108.25,"1,861.50","1,836.10",118.97,108.25,1.41
120,06/16/2022,118.08,112.31,"24,340.0","23,451.4",118.08,112.31,"1,860.20","1,816.30",118.08,112.31,1.41
121,06/15/2022,119.61,114.6,"24,190.5","22,611.6",119.61,114.6,"1,845.40","1,808.40",119.61,114.6,1.41
122,06/14/2022,123.68,116.62,"23,027.8","21,047.5",123.68,116.62,"1,833.30","1,806.10",123.68,116.62,1.41
123,06/13/2022,122.25,117.47,"21,322.3","20,737.3",122.25,117.47,"1,882.50","1,819.00",122.25,117.47,1.41
124,06/10/2022,122.75,118.33,"22,653.3","21,275.4",122.75,118.33,"1,879.60","1,826.50",122.75,118.33,1.41
125,06/09/2022,122.72,120.79,"22,987.9","22,281.3",122.72,120.79,"1,857.80","1,841.90",122.72,120.79,1.41
126,06/08/2022,123.18,119.3,"22,991.0","21,971.7",123.18,119.3,"1,862.40","1,846.60",123.18,119.3,1.41
127,06/07/2022,120.36,117.14,"23,741.4","22,524.2",120.36,117.14,"1,858.20","1,838.50",120.36,117.14,1.41
128,06/06/2022,120.99,117.63,"23,403.8","22,360.2",120.99,117.63,"1,861.20","1,843.00",120.99,117.63,1.41
129,06/03/2022,120.46,115.23,"24,258.0","22,944.4",120.46,115.23,"1,878.60","1,849.70",120.46,115.23,1.41
130,06/02/2022,117.77,111.2,"23,757.3","21,581.8",117.77,111.2,"1,874.40","1,846.50",117.77,111.2,1.41
131,06/01/2022,117.87,114.58,"22,714.9","20,770.6",117.87,114.58,"1,853.00","1,830.20",117.87,114.58,1.41
132,05/31/2022,119.98,114.15,"21,654.4","20,755.2",119.98,114.15,"1,867.90","1,837.60",119.98,114.15,1.41
133,05/30/2022,117.79,115.39,"21,561.3","20,484.4",117.79,115.39,"1,867.90","1,837.60",117.79,115.39,1.41
134,05/27/2022,115.3,112.85,"20,862.2","19,664.9",115.3,112.85,"1,866.90","1,851.90",115.3,112.85,1.41
135,05/26/2022,114.83,110.27,"20,250.8","18,942.2",114.83,110.27,"1,855.00","1,840.40",114.83,110.27,1.41
136,05/25/2022,111.68,109.23,"20,051.7","19,279.6",111.68,109.23,"1,869.00","1,843.00",111.68,109.23,1.41
137,05/24/2022,111.43,108.61,"20,855.0","19,897.0",111.43,108.61,"1,871.30","1,851.30",111.43,108.61,1.41
138,05/23/2022,111.96,109.15,"21,599.2","20,689.7",111.96,109.15,"1,865.00","1,847.40",111.96,109.15,1.41
139,05/20/2022,114.04,110.85,"21,944.1","21,338.4",114.04,110.85,"1,848.80","1,834.00",114.04,110.85,1.41
140,05/19/2022,112.62,105.13,"22,482.1","21,207.0",112.62,105.13,"1,850.40","1,818.30",112.62,105.13,1.41
141,05/18/2022,115.42,108.46,"21,817.8","20,282.7",115.42,108.46,"1,825.10","1,808.90",115.42,108.46,1.41
142,05/17/2022,115.56,111.75,"20,654.9","19,785.3",115.56,111.75,"1,834.90","1,814.30",115.56,111.75,1.41
143,05/16/2022,114.9,108.11,"20,706.9","19,315.4",114.9,108.11,"1,828.00","1,790.00",114.9,108.11,1.41
144,05/13/2022,110.64,106.29,"20,303.8","19,052.5",110.64,106.29,"1,830.00","1,801.20",110.64,106.29,1.41
145,05/12/2022,107.37,102.66,"19,626.4","18,794.4",107.37,102.66,"1,859.60","1,824.00",107.37,102.66,1.41
146,05/11/2022,106.44,98.2,"19,425.4","19,006.4",106.44,98.2,"1,858.40","1,837.40",106.44,98.2,1.41
147,05/10/2022,104.16,98.86,"20,785.6","18,980.1",104.16,98.86,"1,866.60","1,839.90",104.16,98.86,1.41
148,05/09/2022,110.49,102.13,"20,155.1","18,682.7",110.49,102.13,"1,883.60","1,858.00",110.49,102.13,1.41
149,05/06/2022,111.18,107.24,"20,415.8","19,880.7",111.18,107.24,"1,892.00","1,873.10",111.18,107.24,1.41
150,05/05/2022,111.37,106.45,"21,200.2","20,210.5",111.37,106.45,"1,910.20","1,878.70",111.37,106.45,1.41
151,05/04/2022,108.61,102.95,"21,497.5","20,568.0",108.61,102.95,"1,889.20","1,866.10",108.61,102.95,1.41
152,05/03/2022,105.8,102.1,"21,837.4","20,989.7",105.8,102.1,"1,879.30","1,859.70",105.8,102.1,1.41
153,05/02/2022,105.94,100.28,"21,553.4","20,917.5",105.94,100.28,"1,894.50","1,865.00",105.94,100.28,1.41
154,04/29/2022,107.99,103.78,"21,488.7","20,743.9",107.99,103.78,"1,920.60","1,901.20",107.99,103.78,1.41
155,04/28/2022,105.68,100.13,"21,189.8","19,907.5",105.68,100.13,"1,894.80","1,894.80",105.68,100.13,1.41
156,04/27/2022,102.99,99.8,"20,864.3","19,780.2",102.99,99.8,"1,908.10","1,881.60",102.99,99.8,1.41
157,04/26/2022,102.78,97.06,"21,689.3","20,371.7",102.78,97.06,"1,912.20","1,896.30",102.78,97.06,1.41
158,04/25/2022,101.55,95.28,"20,996.8","19,658.8",101.55,95.28,"1,935.50","1,891.80",101.55,95.28,1.41
159,04/22/2022,104.22,101.06,"20,763.5","17,983.7",104.22,101.06,"1,957.80","1,928.00",104.22,101.06,1.41
160,04/21/2022,105.42,102.01,"20,744.7","17,630.5",105.42,102.01,"1,960.10","1,938.00",105.42,102.01,1.41
161,04/20/2022,104.16,100.7,"21,315.4","20,244.1",104.16,100.7,"1,960.90","1,941.00",104.16,100.7,1.41
162,04/19/2022,108.92,102.1,"22,942.1","20,231.1",108.92,102.1,"1,985.10","1,945.50",108.92,102.1,1.41
163,04/18/2022,109.81,106.0,"22,754.4","20,125.8",109.81,106.0,"2,003.00","1,974.40",109.81,106.0,1.41
164,04/14/2022,107.64,102.12,"23,200.3","20,860.9",107.64,102.12,"1,984.00","1,962.70",107.64,102.12,1.41
165,04/13/2022,104.47,99.87,"26,857.6","22,006.3",104.47,99.87,"1,985.80","1,966.30",104.47,99.87,1.41
166,04/12/2022,101.35,94.84,"28,534.8","26,606.3",101.35,94.84,"1,982.70","1,953.00",101.35,94.84,1.41
167,04/11/2022,98.52,92.93,"29,426.6","28,161.8",98.52,92.93,"1,974.60","1,942.90",98.52,92.93,1.41
168,04/08/2022,98.76,95.29,"30,325.6","28,884.9",98.76,95.29,"1,952.20","1,930.40",98.76,95.29,1.41
169,04/07/2022,98.82,93.81,"30,691.4","29,953.8",98.82,93.81,"1,941.70","1,923.30",98.82,93.81,1.41
170,04/06/2022,104.02,95.73,"31,312.1","29,874.8",104.02,95.73,"1,937.60","1,916.20",104.02,95.73,1.41
171,04/05/2022,105.59,99.88,"31,556.6","29,235.0",105.59,99.88,"1,948.90","1,920.90",105.59,99.88,1.41
172,04/04/2022,103.94,98.05,"31,753.4","29,888.6",103.94,98.05,"1,941.60","1,918.20",103.94,98.05,1.41
173,04/01/2022,101.75,97.78,"30,166.9","29,539.0",101.75,97.78,"1,944.50","1,921.40",101.75,97.78,1.41
174,03/31/2022,107.8,99.66,"29,963.8","29,489.5",107.8,99.66,"1,955.00","1,923.00",107.8,99.66,1.41
175,03/30/2022,108.75,104.55,"30,674.8","29,330.8",108.75,104.55,"1,943.40","1,920.10",108.75,104.55,1.41
176,03/29/2022,107.84,98.44,"30,638.5","29,604.4",107.84,98.44,"1,930.50","1,891.00",107.84,98.44,1.41
177,03/28/2022,112.93,102.83,"31,969.9","29,396.6",112.93,102.83,"1,962.00","1,919.00",112.93,102.83,1.41
178,03/25/2022,114.12,108.68,"32,377.5","31,221.2",114.12,108.68,"1,967.40","1,946.80",114.12,108.68,1.41
179,03/24/2022,116.64,110.61,"32,185.6","29,307.2",116.64,110.61,"1,969.50","1,941.40",116.64,110.61,1.41
180,03/23/2022,115.4,108.38,"29,556.5","28,838.7",115.4,108.38,"1,950.80","1,920.50",115.4,108.38,1.41
181,03/22/2022,115.01,109.3,"29,194.4","28,537.2",115.01,109.3,"1,941.70","1,913.60",115.01,109.3,1.41
182,03/21/2022,112.69,104.08,"29,377.1","28,282.2",112.69,104.08,"1,943.20","1,922.00",112.69,104.08,1.41
183,03/18/2022,106.28,102.3,"29,868.9","28,077.9",106.28,102.3,"1,948.30","1,921.60",106.28,102.3,1.41
184,03/17/2022,104.24,94.85,"30,202.3","29,353.5",104.24,94.85,"1,952.50","1,928.30",104.24,94.85,1.41
185,03/16/2022,99.22,94.07,"29,810.8","28,706.1",99.22,94.07,"1,932.70","1,898.60",99.22,94.07,1.41
186,03/15/2022,102.58,93.53,"30,644.8","28,913.6",102.58,93.53,"1,958.80","1,911.60",102.58,93.53,1.41
187,03/14/2022,109.72,99.76,"30,462.0","29,260.1",109.72,99.76,"1,990.00","1,956.50",109.72,99.76,1.41
188,03/11/2022,110.29,104.48,"29,623.2","28,953.9",110.29,104.48,"2,004.10","1,965.40",110.29,104.48,1.41
189,03/10/2022,114.88,105.53,"30,735.1","28,738.5",114.88,105.53,"2,015.70","1,979.10",114.88,105.53,1.41
190,03/09/2022,126.84,103.63,"30,525.1","28,682.1",126.84,103.63,"2,071.00","1,984.30",126.84,103.63,1.41
191,03/08/2022,129.44,117.07,"30,687.9","28,648.1",129.44,117.07,"2,078.70","1,992.60",129.44,117.07,1.41
192,03/07/2022,130.5,115.54,"30,720.1","29,484.5",130.5,115.54,"2,008.60","1,968.10",130.5,115.54,1.41
193,03/04/2022,116.02,107.25,"31,312.4","29,135.8",116.02,107.25,"1,974.00","1,940.00",116.02,107.25,1.41
194,03/03/2022,116.57,106.43,"31,383.8","29,499.4",116.57,106.43,"1,943.80","1,926.50",116.57,106.43,1.41
195,03/02/2022,112.51,105.18,"30,277.4","28,666.7",112.51,105.18,"1,951.10","1,922.90",112.51,105.18,1.41
196,03/01/2022,106.78,95.32,"31,002.7","28,755.0",106.78,95.32,"1,944.40","1,909.00",106.78,95.32,1.41
197,02/28/2022,99.1,94.43,"30,136.7","26,500.5",99.1,94.43,"1,919.90","1,896.10",99.1,94.43,1.41
198,02/25/2022,95.64,90.06,"32,113.6","27,835.5",95.64,90.06,"1,889.20","1,889.20",95.64,90.06,1.41
199,02/24/2022,100.54,91.45,"32,621.2","29,831.0",100.54,91.45,"1,976.50","1,878.60",100.54,91.45,1.41
200,02/23/2022,93.9,90.64,"34,227.0","30,095.0",93.9,90.64,"1,912.90","1,891.10",93.9,90.64,1.41
201,02/22/2022,96.0,90.35,"35,497.0","33,727.0",96.0,90.35,"1,918.30","1,889.70",96.0,90.35,1.41
202,02/21/2022,93.91,89.08,"36,119.0","34,773.0",93.91,89.08,"1,918.30","1,889.70",93.91,89.08,1.41
203,02/18/2022,92.66,89.03,"39,833.0","36,183.0",92.66,89.03,"1,905.00","1,888.00",92.66,89.03,1.41
204,02/17/2022,93.36,90.62,"40,021.0","37,660.0",93.36,90.62,"1,904.00","1,869.70",93.36,90.62,1.41
205,02/16/2022,95.01,90.0,"38,647.0","37,513.0",95.01,90.0,"1,874.60","1,851.80",95.01,90.0,1.41
206,02/15/2022,95.17,90.66,"39,134.0","38,061.0",95.17,90.66,"1,881.60","1,845.40",95.17,90.66,1.41
207,02/14/2022,95.82,92.09,"38,676.0","37,397.0",95.82,92.09,"1,876.50","1,851.90",95.82,92.09,1.41
208,02/11/2022,94.66,89.19,"38,776.0","37,596.0",94.66,89.19,"1,867.40","1,821.10",94.66,89.19,1.41
209,02/10/2022,91.74,89.03,"39,919.0","38,175.0",91.74,89.03,"1,843.30","1,821.80",91.74,89.03,1.41
210,02/09/2022,90.58,88.41,"40,382.0","38,888.0",90.58,88.41,"1,837.10","1,825.50",90.58,88.41,1.41
211,02/08/2022,91.68,88.51,"39,447.0","37,869.0",91.68,88.51,"1,829.90","1,816.00",91.68,88.51,1.41
212,02/07/2022,92.73,90.73,"40,770.0","37,708.0",92.73,90.73,"1,824.60","1,807.50",92.73,90.73,1.41
213,02/04/2022,93.17,90.07,"40,599.0","38,233.0",93.17,90.07,"1,815.80","1,792.10",93.17,90.07,1.41
214,02/03/2022,90.45,86.75,"39,929.0","39,033.0",90.45,86.75,"1,809.50","1,788.50",90.45,86.75,1.41
215,02/02/2022,89.72,87.1,"39,973.0","39,291.0",89.72,87.1,"1,812.00","1,794.60",89.72,87.1,1.41
216,02/01/2022,88.87,86.55,"40,792.0","39,200.0",88.87,86.55,"1,809.70","1,796.20",88.87,86.55,1.41
217,01/31/2022,88.39,86.34,"42,969.0","39,793.0",88.39,86.34,"1,800.90","1,785.80",88.39,86.34,1.41
218,01/28/2022,88.84,86.44,"42,203.0","40,915.0",88.84,86.44,"1,800.30","1,780.60",88.84,86.44,1.41
219,01/27/2022,88.54,86.2,"41,746.0","40,585.0",88.54,86.2,"1,822.50","1,792.00",88.54,86.2,1.41
