tanggal,snp500_high,snp500_low,bitcoin_high,bitcoin_low,oil_high,oil_low,gold_high,gold_low,euro_to_usd_rate,us_interest_rate
2019-11-29,3150.3,3139.34,15739.9,14099.7,58.3,55.02,1472.9,1459.1,11.015,2.16
2019-12-02,3144.31,3110.78,15955.2,15223.5,56.67,55.42,1471.7,1459.8,11.077,2.16
2019-12-03,3094.97,3070.33,15754.4,14385.1,56.8,55.35,1487.7,1465.4,11.081,2.16
2019-12-04,3119.38,3102.53,15648.3,14720.7,58.66,56.28,1489.9,1476.7,11.076,2.16
2019-12-05,3119.45,3103.76,15819.6,14816.9,59.12,58.1,1485.7,1478,11.102,2.16
2019-12-06,3150.6,3134.62,15465.3,15096.5,59.85,57.7,1485.3,1463.3,11.057,2.16
2019-12-09,3148.87,3135.46,15953.9,15281,59.25,58.23,1469.8,1463,11.062,2.16
2019-12-10,3142.12,3126.09,16342.7,15483.5,59.52,58.52,1473.7,1464.2,11.092,2.16
2019-12-11,3143.98,3133.21,16474.1,15973.4,59.22,58.11,1483.5,1466.9,11.128,2.16
2019-12-12,3176.28,3138.47,16328.2,15717.7,59.72,58.75,1491.6,1468.2,11.128,2.16
2019-12-13,3182.68,3156.51,16158.1,15782.3,60.48,59.27,1482.5,1465.5,11.119,2.16
2019-12-16,3197.71,3183.63,16880.7,15870.7,60.34,59.71,1484.5,1477.4,11.142,2.16
2019-12-17,3198.22,3191.03,17845.4,16562,61.06,60.03,1484.9,1478.4,11.149,2.16
2019-12-18,3198.48,3191.14,18466.1,17258.9,61.18,60.32,1483.6,1474.3,11.111,2.16
2019-12-19,3205.48,3192.32,18166,17380.1,61.47,60.79,1485.8,1477.1,1.112,2.16
2019-12-20,3225.65,3216.03,18811,17758.4,61.2,60.02,1484.8,1479.5,11.078,2.16
2019-12-23,3227.78,3222.3,18966,18397.5,60.77,60.1,1490.1,1481.2,11.086,2.16
2019-12-24,3226.43,3220.51,18751.5,17644.6,61.16,60.47,1505,1488.1,11.087,2.16
2019-12-26,3240.08,3227.2,18756.8,18016,61.83,61.06,1517.4,1502.1,11.096,2.16
2019-12-27,3247.93,3234.37,19416.6,18074.8,61.97,61.24,1519.9,1512.1,11.175,2.16
2019-12-30,3240.92,3216.57,19486.7,18527.7,62.34,61.09,1521.6,1521.6,11.197,2.16
2019-12-31,3231.72,3212.03,18894.9,16235.2,61.88,60.63,1529.6,1524.8,1.121,2.16
2020-01-02,3258.14,3235.53,17450.3,16481.6,61.6,60.64,1535.7,1524.3,1.117,0.36
2020-01-03,3246.15,3222.34,17874.4,16874.4,64.09,61.13,1558.3,1535.2,11.158,0.36
2020-01-06,3246.84,3214.64,18336.3,17530.4,64.72,62.64,1590.4,1559.1,11.193,0.36
2020-01-07,3244.91,3232.43,19831.2,18186,63.15,62.11,1581.4,1560.2,11.151,0.36
2020-01-08,3267.07,3236.67,19897.4,18257,65.65,59.15,1615.7,1558,11.103,0.36
2020-01-09,3275.58,3263.67,19335.5,18346.7,60.31,58.66,1565.2,1546.4,11.105,0.36
2020-01-10,3282.99,3260.86,19596.6,18883.7,59.78,58.85,1567,1550.1,1.112,0.36
2020-01-13,3288.13,3268.43,19529.5,18610.8,59.27,57.91,1564.9,1550,11.133,0.36
2020-01-14,3294.25,3277.19,19172.7,18507.1,58.72,57.72,1552.1,1539.6,11.127,0.36
2020-01-15,3298.66,3280.69,19417.1,18873,58.36,57.36,1561.6,1550.3,11.149,0.36
2020-01-16,3317.11,3302.82,19424.6,18908.8,58.87,57.56,1561,1551.3,11.135,0.36
2020-01-17,3329.88,3318.86,19288.6,18229.2,58.98,58.27,1564.5,1555.7,11.088,0.36
2020-01-21,3329.79,3316.61,18637.9,17658.8,59.73,57.68,1571.4,1549.2,11.082,0.36
2020-01-22,3337.77,3320.04,18551.8,17926.8,58.38,56.03,1562.2,1553.3,11.091,0.36
2020-01-23,3326.88,3301.87,18288.3,17600.1,56.27,54.77,1570.5,1555.3,11.052,0.36
2020-01-24,3333.18,3281.53,18936.2,18025.1,55.95,53.85,1578.5,1560,11.023,0.36
2020-01-27,3258.85,3234.5,19403.6,18716.8,53.71,52.13,1591.5,1579,11.016,0.36
2020-01-28,3285.78,3253.22,19346.5,19007,54.06,52.68,1585.1,1567.8,1.102,0.36
2020-01-29,3293.47,3271.89,19556.3,19076.2,54.37,52.81,1580.7,1565,11.009,0.36
2020-01-30,3285.91,3242.8,21525.3,19299.7,53.2,51.66,1590.7,1576.8,1.103,0.36
2020-01-31,3282.33,3214.68,23738,21243.1,53.36,50.97,1595.5,1575,11.093,0.36
2020-02-03,3268.44,3235.66,23272.8,22361.5,51.97,49.8,1598.5,1573.2,11.058,0.36
2020-02-04,3306.92,3280.61,24107.1,22797,51.55,49.31,1584.5,1552.8,11.042,0.36
2020-02-05,3337.58,3313.75,24280.9,23098.9,51.88,49.47,1566.2,1551.1,10.997,0.36
2020-02-06,3347.96,3334.39,24101.9,22015.5,52.2,50.24,1571.9,1556,1.098,0.36
2020-02-07,3341.42,3322.12,23825.4,22388.6,51.48,50.09,1577.8,1563.5,10.943,0.36
2020-02-10,3352.26,3317.77,24063.7,22694.7,50.49,49.42,1580.5,1571.5,10.909,0.36
2020-02-11,3375.63,3352.72,23783.7,22737.3,50.69,49.58,1577.5,1565.2,10.914,0.36
2020-02-12,3381.47,3369.72,24778.9,23445.3,51.73,49.95,1573.6,1564.4,10.871,0.36
2020-02-13,3385.09,3360.52,26826,24515.1,51.96,50.6,1581.7,1568.5,1.084,0.36
2020-02-14,3380.69,3366.15,28360.3,25858.2,52.34,51.32,1588.2,1576,1.083,0.36
2020-02-18,3375.01,3355.61,27444.9,26144.3,52.41,50.88,1608.2,1581.8,10.791,0.36
2020-02-19,3393.52,3378.83,27390.7,25902.8,53.66,51.93,1615.9,1602.4,10.804,0.36
2020-02-20,3389.15,3341.02,28979.3,27374.5,54.5,53.22,1626.5,1606.6,10.783,0.36
2020-02-21,3360.76,3328.45,29298.8,28025,53.86,52.55,1652.1,1621.6,10.843,0.36
2020-02-24,3259.81,3214.65,29627.1,28712.4,52.64,50.45,1691.7,1652.8,10.852,0.36
2020-02-25,3246.99,3118.77,33233.5,29008,52.02,49.69,1666.7,1627,10.879,0.36
2020-02-26,3182.51,3108.99,34755.9,32029.6,50.44,48.3,1657.1,1626.6,10.879,0.36
2020-02-27,3097.07,2977.39,33587.5,28204.5,48.78,45.88,1645.3,1645.3,10.998,0.36
2020-02-28,2959.72,2855.84,34414.7,30010.5,47.03,43.85,1630.9,1569.1,11.025,0.36
2020-03-02,3090.96,2945.19,36934.8,33408.3,47.56,43.32,1611,1580,11.132,0.36
2020-03-03,3136.72,2976.63,40340.9,36361.2,48.66,46.47,1651.4,1596.2,11.171,0.36
2020-03-04,3130.97,3034.38,41921.7,36613.4,48.41,46.65,1652.4,1635.5,11.134,0.36
2020-03-05,3083.04,2999.83,41363.5,38775.1,47.57,45.65,1677,1639.8,11.239,0.36
2020-03-06,2985.93,2901.54,41362.4,35141.6,46.38,41.05,1692.3,1648.5,11.285,0.36
2020-03-09,2863.89,2734.43,38217.2,30411.6,34.88,27.34,1704.3,1663.6,11.447,0.36
2020-03-10,2882.59,2734,36598.7,32572.7,35.02,30.2,1672.4,1648,11.279,0.36
2020-03-11,2825.6,2707.22,37764.6,32451.9,36.35,32.56,1672.8,1635.8,11.267,0.36
2020-03-12,2660.95,2478.86,40054.3,36772.1,33.63,30.02,1650,1563.4,11.183,0.36
2020-03-13,2711.33,2492.37,39715,34488.7,33.87,30.33,1597.6,1511.4,11.105,0.36
2020-03-16,2562.98,2380.94,37931.7,35408.4,33.75,28.1,1573.8,1453.6,11.181,0.36
2020-03-17,2553.93,2367.04,36801.3,33883.5,30.3,26.63,1554.8,1470,10.996,0.36
2020-03-18,2453.57,2280.52,37436.8,34801,27.22,20.06,1546.2,1475,10.913,0.36
2020-03-19,2466.97,2319.78,37821,36001.4,27.71,21.36,1501.2,1468.1,1.069,0.36
2020-03-20,2453.01,2295.56,36384.4,33444.5,27.89,19.46,1520.7,1458,10.694,0.36
2020-03-23,2300.73,2191.86,35591.1,30101.8,24.07,20.8,1572.2,1488,10.721,0.36
2020-03-24,2449.71,2344.44,33821.2,28871.2,25.16,23.09,1692.7,1564.6,10.787,0.36
2020-03-25,2571.42,2407.53,33441.4,31418.2,25.24,22.91,1696.3,1613,1.088,0.36
2020-03-26,2637.01,2500.72,33034.8,30982.9,24.65,22.38,1674.5,1613.6,11.028,0.36
2020-03-27,2615.91,2520.02,34854.3,31967.4,23.44,20.88,1653.1,1629.6,1.114,0.36
2020-03-30,2631.8,2545.28,32917.7,30850,20.93,19.27,1673.6,1632,11.046,0.36
2020-03-31,2641.39,2571.15,32545.4,29290.4,21.89,20.01,1645.6,1588.2,11.029,0.36
2020-04-01,2522.75,2447.49,33790.8,29911.9,21.55,19.9,1612.4,1576,10.962,0.36
2020-04-02,2533.22,2455.79,38546,31953.3,27.39,20.76,1645.6,1595.2,10.856,0.36
2020-04-03,2538.18,2459.96,34920.9,32908.5,29.13,23.52,1652.8,1624.4,10.808,0.36
2020-04-06,2676.85,2574.57,34348.3,32189.9,28.24,25.28,1715.8,1638.2,10.791,0.36
2020-04-07,2756.89,2657.67,34685.6,32324.9,27.24,23.54,1742.6,1672,10.889,0.36
2020-04-08,2760.75,2663.3,35976.1,33462.4,26.45,23.74,1695.8,1670.7,10.856,0.36
2020-04-09,2818.57,2762.36,37646.8,35401.5,28.36,22.57,1754.5,1676.5,10.927,0.36
2020-04-13,2782.46,2721.17,38707.9,36380.8,24.74,22.03,1772.8,1724.2,10.913,0.36
2020-04-14,2851.85,2805.1,38303.6,36640,23.08,19.95,1788.8,1747.1,10.979,0.36
2020-04-15,2801.88,2761.54,40939.7,38275.3,20.89,19.2,1759.8,1731.6,10.907,0.36
2020-04-16,2806.51,2764.32,39691.7,37381.6,20.53,19.42,1768,1722.6,10.835,0.36
2020-04-17,2879.22,2830.88,46596.4,38057,20.22,17.31,1738.8,1691.2,10.876,0.36
2020-04-20,2868.98,2820.43,48143.5,45104.7,17.85,-40.32,1718.4,1685,10.862,0.36
2020-04-21,2785.54,2727.1,47295.3,43800.5,13.86,-16.74,1718,1666.2,10.856,0.36
2020-04-22,2815.1,2775.95,48622.1,44041.1,16.18,10.26,1742.4,1695.4,10.822,0.36
2020-04-23,2844.9,2794.26,48927.4,46218.6,18.26,13.35,1764.2,1730.6,10.776,0.36
2020-04-24,2842.71,2791.76,48097.3,46270.5,17.97,15.64,1760.2,1725.4,1.082,0.36
2020-04-27,2887.72,2852.89,49695.1,47051.9,16.98,11.88,1745.8,1720,10.828,0.36
2020-04-28,2921.15,2860.71,48936.5,45786.1,13.69,10.07,1731.9,1704.1,10.818,0.36
2020-04-29,2954.86,2912.16,50515.8,47044.4,16.78,12.67,1716.3,1716.3,10.873,0.36
2020-04-30,2930.91,2892.47,52577.7,49018.1,19.44,15.45,1737.9,1695,10.955,0.36
2020-05-01,2869.09,2821.61,52524,50941.6,20.48,18.07,1713.5,1682.7,10.983,0.36
2020-05-04,2844.24,2797.85,56238.5,50816.8,21.42,18.05,1725.8,1710.9,10.906,0.36
2020-05-05,2898.23,2863.55,57523.8,54124.1,25.49,21.13,1717.6,1703.8,10.838,0.36
2020-05-06,2891.11,2847.65,58335.1,55502.7,26.08,22.58,1717.6,1691,10.794,0.36
2020-05-07,2901.92,2876.48,57480.8,48353.8,26.74,22.94,1736.6,1698.4,10.832,0.36
2020-05-08,2932.16,2902.88,54115,45093.8,24.99,23.26,1738.6,1712.6,1.084,0.36
2020-05-11,2944.25,2903.44,51311.8,47031.7,25.58,23.67,1717.2,1700.2,10.806,0.36
2020-05-12,2945.82,2869.59,52013.8,46773.7,26.23,24.22,1721.2,1704.5,10.846,0.36
2020-05-13,2874.14,2793.15,48413.9,44248.2,26.45,24.79,1728.4,1707,10.816,0.36
2020-05-14,2852.8,2766.64,48335.1,45059.4,27.96,25.18,1749,1724.3,10.804,0.36
2020-05-15,2865.01,2816.78,46582,43100.6,29.92,27.24,1765.3,1743.5,10.815,0.36
2020-05-18,2968.09,2913.86,49774,45008.8,33.32,29.53,1780,1737.2,10.912,0.36
2020-05-19,2964.21,2922.35,50191.9,47100.6,33.44,31.34,1756.2,1733.5,10.921,0.36
2020-05-20,2980.29,2953.63,52567.9,48159.2,33.78,31.56,1763,1751.6,10.977,0.36
2020-05-21,2978.5,2938.57,51757.7,47521.8,34.66,33.26,1757.4,1723.4,10.949,0.36
2020-05-22,2956.76,2933.59,49429.4,46370.1,34,30.72,1748.9,1731.1,1.09,0.36
2020-05-26,3021.72,2988.17,49191.8,47132.8,34.81,32.48,1745.6,1711.3,1.098,0.36
2020-05-27,3036.25,2969.75,51434.1,48890.6,34.32,31.75,1721.7,1693.1,11.003,0.36
2020-05-28,3068.67,3023.4,52384.9,49338.1,34.21,31.14,1743.7,1720,11.076,0.36
2020-05-29,3049.17,2998.61,54880.6,51941.3,35.77,32.36,1754.5,1725.3,11.098,0.36
2020-06-01,3062.18,3031.54,57328.7,53073.6,35.9,34.27,1761,1737.6,11.134,0.36
2020-06-02,3081.07,3051.64,58135,54351.8,37.06,35.28,1757,1728,11.169,0.36
2020-06-03,3130.94,3098.9,58052.3,55134.5,38.18,35.88,1738.9,1690.3,11.232,0.36
2020-06-04,3128.91,3090.41,61795.8,56118.8,37.62,36.38,1729,1698.9,11.336,0.36
2020-06-05,3211.72,3163.84,61673.7,59113.7,39.68,37.05,1723.2,1671.7,11.284,0.36
2020-06-08,3233.13,3196,60565.9,55088.8,40.44,37.96,1707.6,1680.7,11.292,0.36
2020-06-09,3222.71,3193.11,56889.7,53342.6,39.1,37.07,1729.4,1697.6,1.134,0.36
2020-06-10,3223.27,3181.49,58933.2,54253.2,39.91,37.73,1749.4,1714.1,11.369,0.36
2020-06-11,3123.53,2999.49,60088,57099.6,39.09,35.41,1754.9,1727.5,11.297,0.36
2020-06-12,3088.42,2984.47,59448.3,56305.1,36.99,34.48,1753,1728.2,11.254,0.36
2020-06-15,3079.76,2965.66,59882.1,57863,37.26,34.36,1743.8,1706.2,11.322,0.36
2020-06-16,3153.45,3076.06,58583.8,55583.3,39.06,36.38,1741.3,1721.8,11.263,0.36
2020-06-17,3141.16,3108.03,58379.9,53784.2,38.75,37.21,1739.3,1717.3,11.243,0.36
2020-06-18,3120,3093.51,55813.8,52992.3,38.97,37.11,1749.2,1722.7,11.202,0.36
2020-06-19,3155.53,3083.11,57169.4,51725.4,40.49,38.4,1760.9,1728.3,11.175,0.36
2020-06-22,3120.92,3079.39,53175.4,50441.3,40.7,39.12,1779,1753.5,11.258,0.36
2020-06-23,3154.9,3127.12,55074.1,51302,41.63,39.76,1786.8,1758.3,11.306,0.36
2020-06-24,3115.01,3032.13,56531.1,54010.2,40.54,37.31,1796.1,1770.6,1.125,0.36
2020-06-25,3086.25,3024.01,56504.2,54711.3,39.23,37.08,1779.6,1764.1,11.217,0.36
2020-06-26,3073.73,3004.63,58392.6,54951.1,39.35,37.79,1786.2,1754,11.217,0.36
2020-06-29,3053.89,2999.74,59366.9,57077.1,39.89,37.5,1785.9,1785.9,1.124,0.36
2020-06-30,3111.51,3047.83,59795.6,56991.6,40.08,38.85,1806,1788,11.231,0.36
2020-07-01,3128.44,3101.17,59406.5,58040.7,40.58,39.05,1813.1,1773.7,1.125,0.36
2020-07-02,3165.81,3124.52,60134.9,58466.5,40.74,39.46,1797.5,1773.1,11.238,0.36
2020-07-06,3182.59,3155.29,59770.5,56906.7,41.08,39.84,1801.6,1788.6,11.308,0.36
2020-07-07,3184.15,3142.93,58464.8,56470.6,40.95,39.9,1815.9,1787.6,1.127,0.36
2020-07-08,3171.8,3136.53,59205.1,56842.7,41.08,40.3,1833,1812,11.329,0.36
2020-07-09,3179.78,3115.7,59487,57403.3,40.99,39.27,1831.7,1807.5,11.281,0.36
2020-07-10,3186.82,3136.22,58627.7,55489.3,40.77,38.54,1822.5,1804,11.298,0.36
2020-07-13,3235.32,3149.43,58136.7,55721.6,40.72,39.47,1825.6,1810.6,1.134,0.36
2020-07-14,3200.95,3127.66,58890.9,57686,40.57,39.07,1820.5,1800.2,11.396,0.36
2020-07-15,3238.28,3200.76,61229,57900,41.26,40.08,1823.4,1811.7,1.141,0.36
2020-07-16,3220.39,3198.59,60667.1,59250.3,41.18,40.52,1821.8,1800.6,11.383,0.36
2020-07-17,3233.52,3205.65,61259.9,59569.2,40.9,40.02,1818.1,1803,11.426,0.36
2020-07-20,3258.61,3215.16,63659,59839.4,40.91,39.83,1828.2,1812.9,11.444,0.36
2020-07-21,3277.29,3247.77,64778,61366.3,42.4,40.64,1849.4,1822.5,11.526,0.36
2020-07-22,3279.32,3253.1,63729.1,62067.5,42.03,41.14,1876.5,1846,11.568,0.36
2020-07-23,3279.99,3222.66,63518.5,60027.3,42.36,40.83,1903.6,1868.2,11.594,0.36
2020-07-24,3227.26,3200.05,62509.1,59672.1,41.67,40.66,1910.2,1886.5,11.654,0.36
2020-07-27,3241.43,3214.25,60362.1,51817.6,41.82,40.48,1946.3,1903.6,11.751,0.36
2020-07-28,3243.72,3216.17,57517,54272.3,41.93,40.85,1980.1,1905.9,11.714,0.36
2020-07-29,3264.74,3227.22,57054.9,53422.5,41.57,40.93,1980.6,1940.3,1.179,0.36
2020-07-30,3250.92,3204.13,56764.4,53657.6,41.39,38.72,1976,1941.7,11.846,0.36
2020-07-31,3272.17,3220.26,55408.4,50590.9,40.55,39.66,1992.4,1960,11.774,0.36
2020-08-03,3302.73,3284.53,52099.9,47659.4,41.24,39.58,1997,1963.5,11.761,0.36
2020-08-04,3306.84,3286.37,51183,48775.2,42.08,40.14,2025,1971,1.18,0.36
2020-08-05,3330.77,3317.37,50532.4,47098.5,43.52,41.47,2057.5,2015.5,11.861,0.36
2020-08-06,3351.03,3318.14,54320.9,48815.9,42.65,41.61,2070,2037.2,11.875,0.36
2020-08-07,3352.54,3328.72,55427.8,53345,42.22,41.06,2078,2015,11.786,0.36
2020-08-10,3363.29,3335.44,56419.9,53876.4,42.33,41.17,2050.9,2018.9,11.736,0.36
2020-08-11,3381.01,3326.44,55173.7,52400,42.94,41.48,2031,1903.2,11.739,0.36
2020-08-12,3387.89,3355.46,57925.6,53088.7,42.9,41.53,1952.3,1865,11.782,0.36
2020-08-13,3387.24,3363.35,58449.4,57029.5,42.84,42.09,1966.3,1914.9,11.812,0.36
2020-08-14,3378.51,3361.64,57868.4,56110.5,42.57,41.62,1961.5,1932,11.841,0.36
2020-08-17,3387.59,3379.22,58925.1,56562.4,42.97,41.8,1992,1931.7,11.869,0.36
2020-08-18,3395.06,3370.15,57201.3,53741.5,42.99,42.11,2016.6,1977.1,11.929,0.36
2020-08-19,3399.54,3369.66,57936.4,53872.5,43.03,42.36,2007,1923.7,11.836,0.36
2020-08-20,3390.8,3354.69,58364.9,55294.5,42.79,41.5,1955.7,1922.6,11.859,0.36
2020-08-21,3399.96,3379.31,58639.3,55300.1,42.96,41.46,1954.8,1909.6,11.795,0.36
2020-08-24,3432.09,3413.13,59471.1,56972.2,42.89,42.23,1961.9,1923,11.787,0.36
2020-08-25,3444.21,3425.84,59227,56414.4,43.57,42.31,1935.8,1912,11.833,0.36
2020-08-26,3481.07,3444.15,59523.9,53678.3,43.78,43,1955.5,1901.4,11.829,0.36
2020-08-27,3501.38,3468.35,56871.1,54550.4,43.5,42.36,1978.5,1907.4,11.821,0.36
2020-08-28,3509.23,3484.32,57938.5,49187,43.42,42.69,1970.8,1970.8,11.903,0.36
2020-08-31,3514.77,3493.25,51337.3,46331.1,43.57,42.56,1977.7,1977.7,11.936,0.36
2020-09-01,3528.03,3494.6,51459.2,48874,43.43,42.72,1978.7,1970.2,1.191,0.36
2020-09-02,3588.11,3535.23,50640.9,46650.2,43.21,41.23,1966.3,1940.4,11.853,0.36
2020-09-03,3564.85,3427.41,49764.3,43920.8,41.79,40.22,1945.5,1925,11.849,0.36
2020-09-04,3479.15,3349.63,46545.4,42201.5,41.87,39.35,1950,1920,11.838,0.36
2020-09-08,3379.97,3329.27,45770.9,42293.9,39.59,36.13,1937.4,1909,11.779,0.36
2020-09-09,3424.77,3366.84,43516.6,30261.7,38.45,36.16,1953.7,1929.2,11.802,0.36
2020-09-10,3425.55,3329.25,42425.9,35010.4,38.18,36.93,1966.8,1946.6,11.813,0.36
2020-09-11,3368.95,3310.47,42108.3,33592.3,37.82,36.67,1954.3,1943.7,11.845,0.36
2020-09-14,3402.93,3363.56,38776,35314.9,37.68,36.82,1964.3,1943.4,11.868,0.36
2020-09-15,3419.48,3389.25,38248.7,31192.4,38.57,37.06,1975,1955.2,11.845,0.36
2020-09-16,3428.92,3384.45,39851.7,34474.6,40.34,38.35,1973.1,1955.8,11.814,0.36
2020-09-17,3375.17,3328.82,39740.8,36540.7,41.22,39.42,1964.2,1935,11.847,0.36
2020-09-18,3362.27,3292.4,40750,37847,41.49,40.3,1961.8,1948.2,11.837,0.36
2020-09-21,3285.57,3229.1,40322.2,37190.8,41.27,38.66,1956.3,1887.2,11.769,0.36
2020-09-22,3320.31,3270.95,38844.1,34772.4,40.02,39,1920.1,1896.8,11.706,0.36
2020-09-23,3323.35,3232.57,37227.1,33664.2,40.75,39.26,1904.7,1855,11.659,0.36
2020-09-24,3278.7,3209.45,36388.6,33441,40.37,39.12,1876.1,1850,11.672,0.36
2020-09-25,3306.88,3228.44,37480.7,34213.2,40.64,39.71,1873.7,1851,1.163,0.36
2020-09-28,3360.74,3332.91,37850.3,35742.7,40.8,39.78,1882.6,1848,11.664,0.36
2020-09-29,3357.92,3327.54,38199.9,35981.1,40.7,38.41,1904.8,1880.8,11.742,0.36
2020-09-30,3393.56,3340.47,39462.3,37193.6,40.37,38.68,1908.2,1885.8,11.718,0.36
2020-10-01,3397.18,3361.39,39255.4,35659.9,40.47,37.61,1917.9,1890,11.747,0.36
2020-10-02,3369.1,3323.69,37887.6,34832,38.65,36.63,1923.6,1895.2,11.713,0.36
2020-10-05,3409.57,3367.27,36434,35265.3,39.72,37,1924.9,1891.2,11.781,0.36
2020-10-06,3431.56,3354.54,36754.6,33410.1,40.86,39.1,1927,1878.2,11.734,0.36
2020-10-07,3426.26,3384.56,34047.8,31158.1,40.35,39.28,1902.4,1877.1,1.176,0.36
2020-10-08,3447.28,3428.15,37517.6,32428.6,41.33,39.76,1905.3,1885.3,11.758,0.36
2020-10-09,3482.34,3458.07,38340.8,35824,41.47,40.38,1936.8,1898,11.824,0.36
2020-10-12,3549.85,3499.61,37641.1,36003.3,40.45,39.04,1939.4,1923.8,11.813,0.36
2020-10-13,3534.01,3500.86,37437.3,34703.3,40.53,39.35,1930.6,1889.3,11.744,0.36
2020-10-14,3527.94,3480.55,39321.6,34827,41.16,39.82,1917.5,1885,11.746,0.36
2020-10-15,3489.08,3440.89,40970.4,38769.9,41.29,39.22,1913.2,1892.7,11.706,0.36
2020-10-16,3515.76,3480.45,41318,39589.9,41.05,40.08,1918.7,1901.1,11.718,0.36
2020-10-19,3502.42,3419.93,40494.4,38156.4,41.22,40.54,1923.4,1900.2,11.766,0.36
2020-10-20,3476.93,3435.65,39529.9,37425.3,41.7,40.25,1917.6,1896.6,11.821,0.36
2020-10-21,3464.86,3433.06,38166,35198.5,41.59,39.78,1936,1911.6,11.861,0.36
2020-10-22,3460.53,3415.34,36357.3,34845.5,41.02,39.71,1929.4,1894.2,11.816,0.36
2020-10-23,3466.46,3440.45,36097.9,33378,40.92,39.57,1917.3,1895.2,11.859,0.36
2020-10-26,3441.42,3364.86,35708.4,31284.1,39.74,38.28,1911.1,1892.5,11.808,0.36
2020-10-27,3409.51,3388.71,33272.5,28901.8,39.83,38.51,1913.8,1898.7,11.795,0.36
2020-10-28,3342.48,3268.89,34784.3,31736.5,39.01,36.97,1912.6,1869.1,11.744,0.36
2020-10-29,3341.05,3259.82,35249.9,32356.7,37.76,34.92,1871.6,1871.6,11.674,0.36
2020-10-30,3304.93,3233.94,35490.9,31337.9,36.6,35.21,1885.6,1874.8,11.647,0.36
2020-11-02,3330.14,3279.74,32643,30206.9,37.15,33.64,1891,1891,1.164,0.36
2020-11-03,3389.49,3336.25,34685.5,32041.7,38.32,36.57,1913.9,1911.5,11.711,0.36
2020-11-04,3486.25,3405.17,35231.2,33944.9,39.25,37.26,1908.9,1899.3,11.722,0.36
2020-11-05,3529.05,3485.74,36590.3,34247.6,39.35,38.27,1950.4,1909.8,11.821,0.36
2020-11-06,3521.58,3484.34,36089.5,34126.6,38.61,37.06,1964.2,1941.9,11.872,0.36
2020-11-09,3645.99,3547.48,35032.7,32839.2,41.33,37.16,1963.4,1856,11.813,0.36
2020-11-10,3557.22,3511.91,33925.9,32734.6,41.84,39.41,1890.4,1865.2,11.814,0.36
2020-11-11,3581.16,3557,34909.8,33363.3,43.06,41.32,1884.7,1860,11.777,0.36
2020-11-12,3569.02,3518.58,35957.6,34740.1,42.19,40.87,1885.7,1866.5,11.804,0.36
2020-11-13,3593.66,3552.57,35300.5,33164.1,40.94,40.06,1898.4,1881,11.832,0.36
2020-11-16,3628.51,3600.16,35062,33581.7,42.09,40.15,1902,1867.2,11.853,0.36
2020-11-17,3623.11,3588.68,35036.6,33801.3,41.69,40.57,1894,1884.3,11.861,0.36
2020-11-18,3619.09,3567.33,33923.2,32146.9,42.46,41.08,1887,1866.6,11.852,0.36
2020-11-19,3585.22,3543.84,34079.2,32367,41.98,41.08,1875,1854.5,11.873,0.36
2020-11-20,3581.23,3556.85,34221,33056.8,42.32,41.51,1881.5,1862.9,11.853,0.36
2020-11-23,3589.81,3552.77,34580.6,33319.8,43.36,42.29,1877.5,1832,1.184,0.36
2020-11-24,3642.31,3594.52,34598,32662.8,45.2,42.82,1840.2,1801.1,11.888,0.36
2020-11-25,3635.5,3617.76,33307.7,32259.5,46.26,44.73,1818.6,1803,11.913,0.36
2020-11-27,3644.31,3629.33,33051.9,31611.2,46.09,44.55,1822.6,1776.5,11.962,0.36
2020-11-30,3634.18,3594.39,33157,31175.8,45.8,44.42,1793.3,1767.2,11.928,0.36
2020-12-01,3678.45,3645.87,32239.8,31062.2,45.7,44.12,1821.1,1778.4,1.207,0.36
2020-12-02,3670.96,3644.84,31914.8,31207.8,45.92,43.92,1835.7,1810.5,12.115,0.36
2020-12-03,3682.73,3657.17,32408.2,31220.6,45.84,44.66,1847.4,1826.7,1.214,0.36
2020-12-04,3699.2,3670.94,31887,30478.2,46.68,45.61,1852.7,1832,1.212,0.36
2020-12-07,3697.41,3678.88,31040.8,29310.2,46.54,45.36,1873,1824.8,12.108,0.36
2020-12-08,3708.45,3678.83,32794.6,29519.3,45.93,45.14,1879.8,1863.9,12.101,0.36
2020-12-09,3712.39,3660.54,32585.4,31729.4,46.24,44.95,1875.9,1828.2,12.081,0.36
2020-12-10,3678.49,3645.18,33605.6,32041.1,47.74,45.52,1854.2,1831.5,12.136,0.36
2020-12-11,3665.91,3633.4,33955,33412.9,47.29,46.34,1851.8,1826.8,12.111,0.36
2020-12-14,3697.61,3645.84,35391.1,33881.3,47.44,45.69,1845.6,1820,12.143,0.36
2020-12-15,3695.29,3659.62,40522.9,35236.7,47.73,46.54,1859.3,1828.5,12.151,0.36
2020-12-16,3711.27,3688.57,39455.9,36427.4,47.94,47.17,1870,1848.2,12.197,0.36
2020-12-17,3725.12,3710.87,40862.2,38883.8,48.59,47.81,1902,1865.9,12.266,0.36
2020-12-18,3726.7,3685.84,40630.7,39340.8,49.28,48.1,1895.7,1881.9,12.255,0.36
2020-12-21,3702.9,3636.48,42264.4,38358.4,48.61,46.18,1912,1859,12.242,0.36
2020-12-22,3698.26,3676.16,42285.3,41066.4,47.96,46.6,1889.4,1863.7,12.161,0.36
