tanggal,snp500_high,snp500_low,bitcoin_high,bitcoin_low,oil_high,oil_low,gold_high,gold_low,euro_to_usd_rate,us_interest_rate
2018-11-05,2744.27,2717.94,10314.1,9725.1,64.14,62.52,1237.6,1233.8,11.407,1.79
2018-11-06,2756.82,2737.08,10435.6,10229.3,63.32,61.31,1241.1,1230.6,11.427,1.79
2018-11-07,2815.15,2774.13,10482.6,10116.9,63.18,61.2,1241.7,1231.1,11.426,1.79
2018-11-08,2814.75,2794.99,10372.4,10125.2,62.42,60.4,1231.3,1226.3,11.363,1.79
2018-11-09,2794.1,2764.24,10369.8,9831.7,60.79,59.26,1227.3,1211.5,11.336,1.79
2018-11-12,2775.99,2722,10056.4,9654.9,61.28,58.68,1214.5,1204.8,11.218,1.79
2018-11-13,2754.6,2714.98,9951.5,9468.9,59.35,54.75,1209,1201.7,11.291,1.79
2018-11-14,2746.8,2685.75,10230.1,9601.6,57.37,55.13,1217.5,1202.5,1.131,1.79
2018-11-15,2735.38,2670.75,10230.9,9424.3,57.26,55.59,1219.7,1212.7,11.328,1.79
2018-11-16,2746.75,2712.16,9681.4,9448.9,57.96,55.89,1229.1,1217.3,1.142,1.79
2018-11-19,2733.16,2681.09,9747.1,9574.5,57.33,55.08,1229.3,1222.7,11.453,1.79
2018-11-20,2669.44,2631.52,9706.5,9569.8,57.44,52.77,1232.3,1224.3,11.371,1.79
2018-11-21,2670.73,2649.82,9965.6,9653.4,55.86,53.39,1232.9,1223.6,11.385,1.79
2018-11-23,2647.55,2631.09,9981,9507,54.82,50.15,1232.6,1224.2,11.341,1.79
2018-11-26,2674.35,2649.97,9672.3,9269.8,52.25,50.1,1231,1225.6,11.328,1.79
2018-11-27,2682.53,2655.89,9368.1,8672,52.38,50.3,1228.8,1215.9,11.288,1.79
2018-11-28,2744,2684.38,8968.3,8538.5,52.56,50.06,1230.2,1214.5,11.366,1.79
2018-11-29,2753.75,2722.94,8898.7,8451.9,52.2,49.41,1234.9,1226.7,11.393,1.79
2018-11-30,2760.88,2732.76,8793.7,8539.8,51.79,49.65,1231.1,1221.8,11.317,1.79
2018-12-03,2800.18,2773.38,8737.2,8437.2,53.85,52.03,1240.4,1226.6,11.354,1.79
2018-12-04,2785.93,2697.18,8961.8,8503.1,54.55,52.43,1247.5,1235.8,11.345,1.79
2018-12-06,2696.15,2621.53,8911.7,8669.3,53.3,50.08,1249.9,1240,11.376,1.79
2018-12-07,2708.54,2623.14,8840.3,8679.7,54.22,50.6,1255.8,1242.6,11.378,1.79
2018-12-10,2647.51,2583.23,9147.3,8751.5,52.81,50.53,1256.6,1246.9,11.356,1.79
2018-12-11,2674.35,2621.3,9165.2,9004.9,52.43,50.7,1255.1,1245.8,11.316,1.79
2018-12-12,2685.44,2650.26,9180.8,8848.7,52.88,50.94,1252.6,1247.1,11.368,1.79
2018-12-13,2670.19,2637.27,8888,8015.3,53.27,50.35,1251.7,1244.4,11.363,1.79
2018-12-14,2635.07,2593.84,8158.8,7648.7,52.95,50.84,1247.3,1236.5,11.309,1.79
2018-12-17,2601.13,2530.54,8145.5,7740.2,51.87,49.01,1252.2,1239.4,11.347,1.79
2018-12-18,2573.99,2528.71,7976.5,7606,49.59,45.79,1254.5,1249,11.361,1.79
2018-12-19,2585.29,2488.96,7963.1,4546.6,48,45.93,1262.2,1245.3,11.377,1.79
2018-12-20,2509.63,2441.18,5934.3,3869.5,47.51,45.67,1270.3,1246.2,11.446,1.79
2018-12-21,2504.41,2408.55,5634.9,5072.2,46.77,45.13,1266.2,1257.1,11.369,1.79
2018-12-24,2410.34,2351.1,5863.3,5120.6,46.24,42.36,1273.9,1260,1.14,1.79
2018-12-26,2467.76,2346.58,5369.3,4477.7,47,42.52,1282.3,1267.4,11.353,1.79
2018-12-27,2489.1,2397.94,5432.8,4946.5,46.7,44.37,1281.6,1269.1,1.143,1.79
2018-12-28,2520.27,2472.89,5373.1,5020.9,46.22,44.42,1286.1,1286.1,11.438,1.79
2018-12-31,2509.24,2482.82,6379.5,5256,46.53,44.73,1288.6,1284,1.147,1.79
2019-01-02,2519.49,2467.47,6858.1,5748.2,47.78,44.35,1293.7,1284.3,11.343,2.16
2019-01-03,2493.14,2443.96,6438.3,5887,47.49,45.35,1298.1,1289.7,11.394,2.16
2019-01-04,2538.07,2474.33,6394.4,5771.2,49.22,46.65,1301.9,1282.3,11.395,2.16
2019-01-07,2566.16,2524.56,6564.7,5710.8,49.79,48.11,1299.8,1287.6,11.476,2.16
2019-01-08,2579.82,2547.56,6814.2,6380.8,49.95,48.31,1291,1286.5,11.442,2.16
2019-01-09,2595.32,2568.89,6930.2,6474.6,52.58,49.71,1297.9,1284.6,11.543,2.16
2019-01-10,2597.82,2562.02,6772.9,6541.7,52.78,51.37,1300.9,1290.7,1.15,2.16
2019-01-11,2596.27,2577.4,6813.7,6322.3,53.31,51.18,1298.5,1290.8,11.469,2.16
2019-01-14,2589.32,2570.41,6374.3,6046.5,52.11,50.38,1299.4,1291.1,11.477,2.16
2019-01-15,2613.08,2585.1,6258.8,5889.3,52.3,50.64,1298,1290,11.417,2.16
2019-01-16,2625.76,2612.68,6576.5,5872.5,52.52,51.26,1297.7,1290.7,1.14,2.16
2019-01-17,2645.06,2606.36,6513.1,6346.3,52.58,50.98,1297.1,1291.8,11.398,2.16
2019-01-18,2675.47,2647.58,6661.3,6157.4,53.92,52.09,1294.8,1282.5,11.363,2.16
2019-01-22,2657.88,2617.27,7182.7,6567.9,54.24,51.8,1287.2,1279,11.359,2.16
2019-01-23,2653.19,2612.86,7026.3,6623.6,53.64,51.86,1288.3,1280.4,11.381,2.16
2019-01-24,2647.2,2627.01,6958.6,6679.1,53.47,52.07,1286.5,1278.7,11.306,2.16
2019-01-25,2672.38,2657.33,6889.4,6686,53.94,52.91,1305.3,1281.7,11.415,2.16
2019-01-28,2644.97,2624.06,7335,6770.1,53.64,51.33,1306.2,1299.5,11.434,2.16
2019-01-29,2650.93,2631.05,7440.3,7101.7,53.93,51.84,1313.8,1304.8,11.432,2.16
2019-01-30,2690.44,2648.34,7396.1,7153.1,54.93,53.09,1328.6,1313.5,11.479,2.16
2019-01-31,2708.95,2678.65,7361.1,7140.3,55.37,53.62,1331.1,1322.2,11.446,2.16
2019-02-01,2716.66,2696.88,7294.4,6756.1,55.66,53.37,1328.2,1320.6,11.456,2.16
2019-02-04,2724.99,2698.75,6931.4,6765.1,55.75,53.29,1323.6,1312.7,11.438,2.16
2019-02-05,2738.98,2724.03,7158.8,6785.1,55.21,53.47,1321,1314.8,11.415,2.16
2019-02-06,2738.08,2724.15,6920.3,6618.5,54.3,52.86,1319.9,1309.6,11.362,2.16
2019-02-07,2719.32,2687.26,6970.8,6768.6,54.21,51.8,1315.8,1306.4,11.341,2.16
2019-02-08,2708.07,2681.83,6929.5,6615.9,52.99,52.08,1319.5,1311.5,1.133,2.16
2019-02-11,2718.05,2703.79,7159.7,6520.5,52.78,51.23,1318.7,1307.1,11.276,2.16
2019-02-12,2748.19,2722.61,7142.8,7005.8,54.05,52.29,1318.3,1310,11.325,2.16
2019-02-13,2761.85,2748.63,7259.4,7031.5,54.6,53.27,1321.7,1308.1,11.267,2.16
2019-02-14,2757.9,2731.23,7238,7079.1,54.68,53.08,1317.4,1304.7,11.301,2.16
2019-02-15,2775.66,2760.24,7207.5,6771.2,55.87,54.24,1325.8,1314.3,11.295,2.16
2019-02-19,2787.33,2767.29,6919.3,6774.3,56.33,55.29,1345,1323.8,11.341,2.16
2019-02-20,2789.88,2774.06,7137.4,6821.8,57.55,55.48,1349.8,1339.8,11.337,2.16
2019-02-21,2781.58,2764.55,7655.4,7036.5,57.61,56.64,1344.3,1323.3,11.336,2.16
2019-02-22,2794.2,2779.11,7583.5,7423.5,57.81,56.71,1335.6,1323.8,11.343,2.16
2019-02-25,2813.49,2794.99,7684.6,7451,57.53,55.08,1334.9,1327.3,11.359,2.16
2019-02-26,2803.12,2789.47,7679.4,7520.5,56.08,55.02,1332.4,1325.5,11.387,2.16
2019-02-27,2795.76,2775.13,7768.5,7637.7,57.39,55.72,1325,1325,11.369,2.16
2019-02-28,2793.73,2782.51,7770.1,7655.3,57.43,56.43,1328,1318.1,11.371,2.16
2019-03-01,2808.02,2787.38,8918.5,7729.7,57.88,55.57,1314.6,1297,11.377,2.16
2019-03-04,2816.88,2767.66,9437.5,8425.5,57,55.81,1301,1287,1.134,2.16
2019-03-05,2796.44,2782.97,9040.3,8621,57.19,56.09,1292.8,1286,11.308,2.16
2019-03-06,2790.27,2768.69,8986.2,8771.3,56.4,55.42,1294.6,1288.3,11.307,2.16
2019-03-07,2767.25,2739.09,9169.9,8742.2,56.99,56.08,1292.5,1286.8,11.194,2.16
2019-03-08,2744.13,2722.27,8945.5,8553.2,56.51,54.52,1303.1,1293.8,1.124,2.16
2019-03-11,2784,2747.61,9078.7,8800.4,57.01,55.96,1301.9,1294.1,11.247,2.16
2019-03-12,2798.32,2786.73,9373.7,8923.6,57.55,56.74,1304.9,1295.6,11.286,2.16
2019-03-13,2821.24,2799.78,10033,9064.8,58.48,57.01,1314.5,1304,11.325,2.16
2019-03-14,2815,2803.46,10018.2,9731.4,58.74,58,1310,1295.9,11.302,2.16
2019-03-15,2830.73,2810.79,9910.5,9533.6,58.95,57.74,1308.3,1297.8,11.325,2.16
2019-03-18,2835.41,2821.99,9569.4,8259.3,59.23,58.05,1309,1301.7,11.336,2.16
2019-03-19,2852.42,2823.27,9129.6,8235.6,59.57,58.62,1313.1,1307.2,11.349,2.16
2019-03-20,2843.54,2812.43,8964.5,8542.8,60.12,58.39,1319.6,1301.5,11.411,2.16
2019-03-21,2860.31,2817.38,9384.6,8799.1,60.39,59.66,1322.4,1306.6,11.373,2.16
2019-03-22,2846.16,2800.47,9887.5,9265.8,60.07,58.28,1317.6,1310,11.313,2.16
2019-03-25,2809.79,2785.02,9819.6,9223.2,59.35,58.17,1326.5,1314,11.311,2.16
2019-03-26,2829.87,2803.99,9579,9233,60.38,59.04,1325.2,1315.5,11.264,2.16
2019-03-27,2825.56,2787.72,9866,9327.8,60.22,58.81,1322,1310.9,11.247,2.16
2019-03-28,2819.71,2798.77,9930.2,9524.4,59.56,58.2,1317.6,1293.3,1.122,2.16
2019-03-29,2836.03,2819.23,9883.9,9498.7,60.73,59.41,1304.6,1291.3,11.217,2.16
2019-04-01,2869.4,2848.63,9829.3,9368.4,61.8,60.13,1301.7,1291,11.212,2.16
2019-04-02,2872.9,2858.75,9567.1,8833.6,62.75,61.6,1297.1,1289.5,11.202,2.16
2019-04-03,2885.25,2865.17,9253.5,8952.1,62.99,62.05,1299,1292.7,11.234,2.16
2019-04-04,2881.28,2867.14,9303.2,9098.9,62.77,61.89,1298.7,1284.9,1.122,2.16
2019-04-05,2893.24,2882.99,9292,8724.1,63.34,61.82,1297.8,1288.3,11.214,2.16
2019-04-08,2895.95,2880.78,8959.5,8666.1,64.48,63.13,1307.9,1295.5,11.259,2.16
2019-04-09,2886.88,2873.33,8994.6,8713.9,64.79,63.68,1310.4,1300.6,11.261,2.16
2019-04-10,2889.71,2879.13,9210.9,8818.6,64.7,64.05,1314.7,1304.7,11.273,2.16
2019-04-11,2893.42,2881.99,9610.8,9119.2,64.49,63.31,1313.1,1292.9,1.125,2.16
2019-04-12,2910.54,2898.37,9596.5,9358.1,64.65,63.66,1299.1,1293.2,1.13,2.16
2019-04-15,2909.6,2896.48,9729.9,9352.7,63.84,63.03,1295.2,1285.3,11.307,2.16
2019-04-16,2916.06,2900.71,9695.6,9406.2,64.37,62.99,1291.7,1275.5,1.128,2.16
2019-04-17,2918,2895.45,10301.8,9429.7,64.61,63.66,1282.1,1275.2,11.294,2.16
2019-04-18,2908.4,2891.9,10207.3,9347.3,64.16,63.46,1279.7,1273,11.229,2.16
2019-04-22,2909.51,2896.35,9667.2,9421.7,65.92,64,1281.9,1275.7,11.255,2.16
2019-04-23,2936.31,2908.53,9864.4,9490.9,66.6,65.58,1278.5,1267.9,11.225,2.16
2019-04-24,2936.83,2926.05,9846.1,9628.7,66.43,65.66,1280.7,1270.5,11.152,2.16
2019-04-25,2933.1,2912.84,9733.1,9549.5,66.28,64.9,1284.8,1275.2,1.113,2.16
2019-04-26,2939.88,2917.56,9791.8,9417.4,65.18,62.28,1290.9,1276,11.148,2.16
2019-04-29,2949.52,2939.35,9788.2,9662.3,63.69,62.46,1284.5,1284.5,11.185,2.16
2019-04-30,2948.22,2924.11,9857.2,9616.6,64.75,63.3,1288.6,1288.6,11.215,2.16
2019-05-01,2954.13,2923.36,9970.9,9710.7,63.93,62.77,1290.4,1281,11.194,2.16
2019-05-02,2931.68,2900.5,9945.2,9139.1,63.68,60.95,1278.5,1272.7,11.176,2.16
2019-05-03,2947.85,2929.21,9547.5,9249.4,62.52,61.3,1286.6,1273.5,1.12,2.16
2019-05-06,2937.32,2898.21,9484.9,9369.9,62.95,60.04,1289.9,1282.3,11.197,2.16
2019-05-07,2913.03,2862.6,9474.7,9264.4,62.49,60.66,1289.6,1283.9,1.119,2.16
2019-05-08,2897.96,2873.28,9489.7,8925.6,62.37,61.07,1295,1284,11.191,2.16
2019-05-09,2875.97,2836.4,9577.1,9379.3,62.21,60.92,1291.6,1285.2,1.122,2.16
2019-05-10,2891.31,2825.39,9543.6,9258.2,62.49,61.42,1292.3,1287.8,11.233,2.16
2019-05-13,2840.19,2801.43,9480.4,9289.3,63.33,60.64,1304.8,1285.3,11.223,2.16
2019-05-14,2852.54,2820.12,9424,9249.6,62.11,60.69,1303.4,1298.2,11.203,2.16
2019-05-15,2858.68,2815.08,9394.5,9199.8,62.34,60.85,1304,1298.6,1.12,2.16
2019-05-16,2892.15,2855.8,9411.2,9288.5,63.48,62.08,1300.8,1287.8,11.172,2.16
2019-05-17,2885.48,2854.23,9751.9,9285.8,63.64,62.52,1292,1278,11.156,2.16
2019-05-20,2853.86,2831.29,9715.6,9581.8,63.81,62.45,1282,1276.9,1.117,2.16
2019-05-21,2868.88,2854.02,9667.4,9223,63.6,62.75,1281.2,1272,11.158,2.16
2019-05-22,2865.47,2851.11,9327.3,9022.6,63,61.03,1279.5,1275.5,11.152,2.16
2019-05-23,2836.7,2805.49,9296.5,9060.1,61.41,57.33,1289.8,1275.5,1.118,2.16
2019-05-24,2841.36,2820.19,9190.5,8865.3,59.1,57.5,1287.5,1283.3,11.202,2.16
2019-05-28,2840.51,2801.58,9185.5,8950.2,59.57,58.13,1289.6,1278.5,1.116,2.16
2019-05-29,2792.03,2766.06,9229.1,9033.6,59.14,56.88,1287.8,1281.4,11.129,2.16
2019-05-30,2799,2776.74,9199.8,9075.3,59.7,56.33,1293.9,1279.2,1.113,2.16
2019-05-31,2768.98,2750.52,9289,9101.1,56.61,53.05,1311.9,1292.5,11.167,2.16
2019-06-03,2763.07,2728.81,9259.7,8962.1,54.63,52.11,1333,1310.9,1.124,2.16
2019-06-04,2804.49,2762.64,9120.4,9050.9,53.78,52.43,1334.1,1324.7,11.251,2.16
2019-06-05,2827.28,2800.92,9182.3,9049.6,53.41,50.6,1348.9,1329.3,11.219,2.16
2019-06-06,2852.1,2822.45,9149.6,8932.1,53.3,51.17,1344.2,1331.3,11.274,2.16
2019-06-07,2884.97,2852.87,9363,9063.2,54.32,52.62,1352.7,1334.3,11.331,2.16
2019-06-10,2904.77,2885.51,9371.2,9209.3,54.84,53.05,1341.7,1329,11.312,2.16
2019-06-11,2910.61,2878.53,9458.3,9233.1,54.04,52.91,1333.8,1323.6,11.329,2.16
2019-06-12,2888.57,2874.68,9434.5,9176,53.05,50.72,1342.3,1329.8,11.287,2.16
2019-06-13,2895.24,2881.99,9309.8,9131.9,53.45,50.92,1347,1335.9,11.275,2.16
2019-06-14,2894.45,2879.62,9295.5,9184.2,52.98,51.7,1362.2,1341.4,11.207,2.16
2019-06-17,2897.27,2887.3,9337.8,9170.4,52.74,51.58,1347.1,1336.6,11.217,2.16
2019-06-18,2930.79,2905.44,9329.6,9207.6,54.31,51.5,1358.5,1342.1,11.191,2.16
2019-06-19,2931.74,2911.43,9274.8,9135.7,54.42,53.28,1366.6,1344.8,11.224,2.16
2019-06-20,2958.06,2931.5,9270.2,9168.7,57.02,54.11,1397.7,1361.3,11.291,2.16
2019-06-21,2964.15,2946.87,9224.2,9052,57.98,56.66,1415.4,1386.1,11.366,2.16
2019-06-24,2954.92,2944.05,9181.9,9091.5,58.22,56.75,1425.1,1403.6,11.396,2.16
2019-06-25,2946.52,2916.01,9198.8,9126.7,58.84,57.2,1442.9,1415.1,11.365,2.16
2019-06-26,2932.59,2912.99,9224.8,9106.4,59.93,58.65,1427.9,1405,11.368,2.16
2019-06-27,2929.3,2918.57,9218.4,9139.9,59.73,58.61,1414.9,1414.9,11.368,2.16
2019-06-28,2943.98,2929.05,9426.9,9155.1,59.8,57.75,1427.6,1416,11.368,2.16
2019-07-01,2977.93,2952.22,9523.1,9296,60.28,58.34,1403.6,1388.6,11.285,2.16
2019-07-02,2973.21,2955.92,9646.5,9451.1,59.43,56.09,1424.8,1391.7,11.283,2.16
2019-07-03,2995.84,2977.96,9626.2,9480.5,57.48,56.04,1442.9,1418.2,11.277,2.16
2019-07-05,2994.03,2967.97,9729.3,9536.2,57.82,56.29,1427.9,1393,11.224,2.16
2019-07-08,2980.76,2970.09,10086.6,9645.9,58.46,57.3,1412.4,1398,11.214,2.16
2019-07-09,2981.9,2963.44,11367,9894.6,59.1,57.29,1404.8,1392.8,11.206,2.16
2019-07-10,3002.98,2984.62,11046.1,10873.6,60.53,58.35,1423.8,1397.5,11.249,2.16
2019-07-11,3002.33,2988.8,11336.5,10771.8,60.94,60.14,1431.3,1408.1,11.252,2.16
2019-07-12,3013.92,3001.87,11164.4,10861.6,60.74,59.93,1422.5,1408.9,11.269,2.16
2019-07-15,3017.8,3008.77,11434.8,10964.6,60.92,59.2,1425,1413.3,11.257,2.16
2019-07-16,3015.02,3001.15,11847.7,11226.1,60.06,57.07,1422.5,1406,11.209,2.16
2019-07-17,3005.26,2984.25,12061.1,10730.7,58.36,56.21,1431.8,1405.4,11.223,2.16
2019-07-18,2998.28,2973.09,11461.1,10981.6,57.32,54.72,1453,1419.8,11.275,2.16
2019-07-19,3006.02,2975.86,11407.8,11043,56.36,54.99,1457.1,1425,1.122,2.16
2019-07-22,2990.71,2976.65,11771.5,11114.5,56.84,55.72,1434.3,1427.5,11.208,2.16
2019-07-23,3005.9,2988.56,11898.4,11563,57.47,55.74,1434.9,1418.5,11.151,2.16
2019-07-24,3019.59,2996.82,11901.8,11352.4,57.64,55.33,1433.4,1420.9,11.139,2.16
2019-07-25,3016.31,2997.24,11805.5,11533.5,56.99,55.81,1438,1414.1,11.145,2.16
2019-07-26,3027.98,3012.59,11792.8,11527.5,56.57,55.68,1428.5,1417.4,11.125,2.16
2019-07-29,3025.61,3014.3,12041.1,11546.9,57.1,55.81,1431.9,1418.6,11.144,2.16
2019-07-30,3017.19,3000.94,11931.8,11146.7,58.47,56.96,1439.6,1429,11.153,2.16
2019-07-31,3017.4,2958.08,11605.4,11190.6,58.82,57.81,1441.9,1416.5,11.074,2.16
2019-08-01,3013.59,2945.23,11772.9,11298.4,57.99,53.59,1452.3,1406.4,11.083,2.16
2019-08-02,2945.5,2914.11,11835.5,11651.5,56.05,54.15,1455.9,1436.6,11.107,2.16
2019-08-05,2898.07,2822.12,11964,11711.5,55.61,54.22,1475.9,1443,11.202,2.16
2019-08-06,2884.4,2847.42,11922.5,11688.9,55.42,53.29,1480.9,1462.5,11.198,2.16
2019-08-07,2892.17,2825.71,12444.1,11764,53.77,50.52,1516.2,1478.4,11.197,2.16
2019-08-08,2938.72,2894.47,12381.4,11842,53.06,51.94,1514.9,1495.5,11.178,2.16
2019-08-09,2935.75,2900.15,12013.2,11602.6,54.92,52.37,1513.2,1500,11.198,2.16
2019-08-12,2907.58,2873.14,11881,11672.7,55.18,53.54,1525.2,1492.4,11.212,2.16
2019-08-13,2943.31,2877.05,11877.4,11495.6,57.47,54.21,1539.5,1483,11.169,2.16
2019-08-14,2894.15,2839.64,11677,11382.1,56.85,53.97,1528.4,1499,11.138,2.16
2019-08-15,2856.67,2825.51,11705.4,11520.8,55.33,53.77,1531.4,1512.2,11.106,2.16
2019-08-16,2893.63,2864.74,11824.6,11587.1,55.67,54.26,1532.1,1508,11.089,2.16
2019-08-19,2931,2913.48,11766.9,11131,56.41,54.84,1517.1,1497.3,11.076,2.16
2019-08-20,2923.63,2899.6,11533.6,11254.6,56.6,55.28,1512.7,1497,11.099,2.16
2019-08-21,2928.73,2917.91,11580.3,11135.3,57.13,55.55,1512.1,1500.5,11.083,2.16
2019-08-22,2939.08,2904.51,11539,11281.9,56.46,54.85,1508.1,1496.1,11.078,2.16
2019-08-23,2927.01,2834.97,11576.8,11433.5,55.6,53.24,1534,1496.9,11.144,2.16
2019-08-26,2879.27,2856,11704.2,11462.6,55.26,52.96,1558.6,1528.7,1.11,2.16
2019-08-27,2898.79,2860.59,11760.2,11563.8,55.72,53.69,1548.2,1529.2,1.109,2.16
2019-08-28,2890.03,2853.05,12045.9,11544.6,56.75,55.34,1550.2,1535.6,11.077,2.16
2019-08-29,2930.5,2905.67,11947.5,11244.9,56.89,55.43,1533.7,1533.7,11.055,2.16
2019-08-30,2940.43,2913.32,11442.7,10009.5,56.72,54.55,1526.2,1526.2,10.989,2.16
2019-09-03,2914.39,2891.85,10614.2,9960.3,55.24,52.84,1532.9,1525.3,10.972,2.16
2019-09-04,2938.84,2921.86,10558.7,9897.8,56.58,53.84,1561.9,1548,11.033,2.16
2019-09-05,2985.86,2960.6,10337.7,10004.7,57.76,55.75,1554.9,1517.8,11.033,2.16
2019-09-06,2985.03,2972.51,10400.9,9887,56.95,54.83,1531,1508.1,11.027,2.16
2019-09-09,2989.43,2969.39,10434.4,9877.1,58.16,56.58,1517,1503.3,11.046,2.16
2019-09-10,2979.39,2957.01,10343.3,9984.6,58.76,57.2,1503,1491.9,11.043,2.16
2019-09-11,3000.93,2975.31,10480.3,10219.2,58.3,55.61,1502.9,1493.5,11.009,2.16
2019-09-12,3020.74,3000.92,10398.8,10212.6,56.34,54,1526.7,1495.1,11.061,2.16
2019-09-13,3017.33,3002.9,10476.8,10275.9,55.68,54.44,1511,1494.1,11.073,2.16
2019-09-16,3002.19,2990.67,10579.6,10219.4,63.38,58.77,1516.7,1501,1.1,2.16
2019-09-17,3006.21,2993.73,10744.3,10264.5,62.59,58.46,1511.6,1500.7,11.071,2.16
2019-09-18,3007.83,2978.57,10931.8,10627.8,59.43,57.67,1515.5,1489.8,11.029,2.16
2019-09-19,3021.99,3003.16,11093.3,10669.2,59.54,58.01,1507.3,1496,1.104,2.16
2019-09-20,3016.37,2984.68,11039.3,10755.2,59.1,57.79,1520.4,1504.4,11.017,2.16
2019-09-23,2999.15,2982.23,11029.7,10818.7,59.39,57.37,1530.3,1515.9,10.991,2.16
2019-09-24,3007.98,2957.73,11177.1,10890.7,58.49,56.69,1538.9,1520,11.018,2.16
2019-09-25,2989.82,2952.86,11081.6,10772.7,57.02,55.55,1538.9,1504.5,10.941,2.16
2019-09-26,2987.28,2963.71,10987.2,10328.5,56.84,55.41,1515.5,1505,10.921,2.16
2019-09-27,2987.31,2945.53,10570.7,10361.7,56.76,54.75,1514.4,1493.3,10.938,2.16
2019-09-30,2983.85,2967.07,10535.4,10146.6,56.57,53.98,1507.2,1470.5,10.898,2.16
2019-10-01,2992.53,2938.7,10787.8,10201,54.84,53.05,1493.5,1465,1.093,2.16
2019-10-02,2924.78,2874.93,10756,10558.9,54.42,52.17,1511.4,1480.5,10.958,2.16
2019-10-03,2911.13,2855.94,10793.3,10650.2,52.91,50.99,1525.8,1501.7,10.964,2.16
2019-10-04,2953.74,2918.56,10799.2,10602.7,53.35,52.04,1522.2,1501.4,10.976,2.16
2019-10-07,2959.75,2935.68,10946.6,10685.2,54.06,52.59,1518.8,1493.3,1.097,2.16
2019-10-08,2925.47,2892.66,10858.4,10642.4,53.27,51.81,1515.3,1492.1,10.954,2.16
2019-10-09,2929.32,2907.41,10847.7,10667.6,53.74,52.31,1518,1505.1,10.969,2.16
2019-10-10,2948.46,2917.12,10913.7,10462.7,53.97,51.38,1522.3,1495.7,11.004,2.16
2019-10-11,2993.28,2963.07,10662.9,10387.6,54.93,53.64,1508,1478,1.104,2.16
2019-10-14,2972.84,2962.94,10597.8,10501.2,54.9,52.77,1501.5,1487.1,11.028,2.16
2019-10-15,3003.28,2973.61,10693.3,10520.8,53.79,52.39,1503,1480.8,11.031,2.16
2019-10-16,2997.54,2985.2,10789.6,10623.4,53.74,52.51,1495.5,1480.6,1.107,2.16
2019-10-17,3008.29,2991.79,10800.3,10530.8,54.16,52.62,1501.1,1487,11.122,2.16
2019-10-18,3000,2976.31,10680.1,10553.3,54.62,53.35,1497.9,1488.3,11.169,2.16
2019-10-21,3007.33,2995.35,10948.6,10549.6,54.03,52.71,1498.7,1484.8,11.148,2.16
2019-10-22,3014.57,2995.04,11103,10836.9,54.62,53.1,1492.1,1484,11.124,2.16
2019-10-23,3004.78,2991.21,11475,11053.1,56.07,53.62,1499.4,1490.7,11.129,2.16
2019-10-24,3016.07,3000.42,11439.4,11277.6,56.51,55.41,1506.9,1490.4,11.104,2.16
2019-10-25,3027.39,3001.94,11715.9,11227.4,56.74,55.6,1520.9,1503.1,11.078,2.16
2019-10-28,3044.08,3032.12,11558,11315.9,56.92,55.58,1510.8,1492.3,11.098,2.16
2019-10-29,3047.87,3034.81,11541,11293.5,55.91,54.61,1497.1,1485.6,1.111,2.16
2019-10-30,3050.1,3025.96,11590.9,11276.7,55.73,54.42,1500.2,1500.2,11.148,2.16
2019-10-31,3046.9,3023.19,11542.2,11224.6,55.59,53.71,1518,1505.8,1.115,2.16
2019-11-01,3066.95,3050.72,11402.7,11274.4,56.33,54.07,1521.1,1513,11.165,2.16
2019-11-04,3085.2,3074.87,11506.9,11349.8,57.43,55.83,1519.4,1512.9,11.126,2.16
2019-11-05,3083.95,3072.15,11823.3,11413.9,57.5,56.3,1512.7,1485,11.074,2.16
2019-11-06,3078.34,3065.89,12029.4,11685.7,57.85,56.11,1497,1489.5,11.065,2.16
2019-11-07,3097.77,3080.23,13213.5,11894.6,57.88,56.27,1496.4,1467.8,11.049,2.16
2019-11-08,3093.09,3073.58,13183.9,12698.2,57.48,55.76,1475.5,1461.5,11.016,2.16
2019-11-11,3088.33,3075.82,13025.5,12738.9,57.4,56.25,1470,1453.1,11.032,2.16
2019-11-12,3102.61,3084.73,13161.5,12876.4,57.55,56.54,1463.4,1450,11.007,2.16
2019-11-13,3098.06,3078.8,13345.3,12900.4,57.53,56.2,1471,1461.3,11.006,2.16
2019-11-14,3098.2,3083.26,13229.7,12792.4,57.79,56.63,1477.8,1467.5,11.021,2.16
2019-11-15,3120.46,3104.6,13782.3,13050.3,57.97,56.43,1478.5,1467.4,1.105,2.16
2019-11-18,3124.17,3112.06,13851.7,12907.6,58.09,56.55,1477.4,1462,1.107,2.16
2019-11-19,3127.64,3113.47,13640,12982.9,57.11,55.04,1478.7,1468.8,11.078,2.16
2019-11-20,3118.97,3091.41,13667.9,13134.5,57.25,54.76,1482.3,1469.9,11.072,2.16
2019-11-21,3110.11,3094.55,14065.4,13441.7,58.67,56.6,1479,1466.3,11.057,2.16
2019-11-22,3112.87,3099.26,13889.5,13628.7,58.74,57.5,1476.2,1465,11.022,2.16
2019-11-25,3133.83,3117.44,13828.4,13214.2,58.15,57.21,1465.1,1457.9,11.013,2.16
2019-11-26,3142.69,3131,14054,13294.6,58.56,57.76,1466.8,1454.1,11.018,2.16
2019-11-27,3154.26,3143.41,14238.8,13544.4,58.68,57.51,1469.1,1459.1,10.998,2.16
