,Date,SNP500_High,SNP500_Low,Bitcoin_High,Bitcoin_Low,Oil_High,Oil_Low,Gold_High,Gold_Low,EURO_To_USD_Rate,Interest
1189,04/25/2018,68.18,67.11,10664.8,10330.5,68.18,67.11,1333.8,1320.2,1.2161,1.79
1190,04/24/2018,69.38,67.54,10459.0,9890.6,69.38,67.54,1334.5,1323.6,1.2232,1.79
1191,04/23/2018,69.03,67.14,10100.0,9562.4,69.03,67.14,1337.6,1323.8,1.2209,1.79
1192,04/20/2018,68.62,67.5,9703.0,9483.0,68.62,67.5,1348.9,1337.0,1.2288,1.79
1193,04/19/2018,69.56,67.98,9835.4,9502.5,69.56,67.98,1357.7,1343.2,1.2346,1.79
1194,04/18/2018,68.91,66.56,9798.5,9401.1,68.91,66.56,1359.0,1345.0,1.2373,1.79
1195,04/17/2018,66.75,65.56,10232.3,9389.1,66.75,65.56,1352.2,1340.2,1.237,1.79
1196,04/16/2018,67.74,66.13,10436.1,9724.2,67.74,66.13,1353.5,1342.8,1.238,1.79
1197,04/13/2018,67.76,66.7,10203.5,9776.6,67.76,66.7,1350.3,1335.5,1.2331,1.79
1198,04/12/2018,67.33,66.0,9945.3,9584.0,67.33,66.0,1356.7,1336.7,1.2327,1.79
1199,04/11/2018,67.45,65.15,10414.7,9865.4,67.45,65.15,1369.4,1342.5,1.2367,1.79
1200,04/10/2018,65.86,63.2,10806.3,10196.5,65.86,63.2,1346.2,1334.2,1.2356,1.79
1201,04/09/2018,63.61,61.93,10883.8,10442.5,63.61,61.93,1341.5,1330.1,1.2321,1.79
1202,04/06/2018,63.79,61.81,11155.6,10462.0,63.79,61.81,1339.1,1322.6,1.2283,1.79
1203,04/05/2018,64.12,63.07,10758.4,10160.7,64.12,63.07,1338.7,1326.0,1.224,1.79
1204,04/04/2018,63.64,62.06,10787.1,9390.0,63.64,62.06,1352.5,1335.2,1.2278,1.79
1205,04/03/2018,63.86,62.86,9983.6,9082.6,63.86,62.86,1346.6,1332.7,1.227,1.79
1206,04/02/2018,65.42,62.8,11019.5,9375.3,65.42,62.8,1349.2,1329.0,1.2302,1.79
1207,03/29/2018,65.26,64.16,11064.7,9885.4,65.26,64.16,1332.6,1325.4,1.2302,1.79
1208,03/28/2018,65.13,63.72,11448.7,10128.9,65.13,63.72,1352.2,1327.7,1.2308,1.79
1209,03/27/2018,66.41,64.53,11798.4,10839.4,66.41,64.53,1358.5,1342.4,1.2403,1.79
1210,03/26/2018,66.55,65.08,11881.4,11109.8,66.55,65.08,1358.3,1346.5,1.2443,1.79
1211,03/23/2018,66.0,64.11,12111.6,11029.0,66.0,64.11,1352.8,1332.0,1.2353,1.79
1212,03/22/2018,65.74,64.14,13134.4,11594.9,65.74,64.14,1337.3,1327.1,1.2302,1.79
1213,03/21/2018,65.55,63.58,12772.9,12111.2,65.55,63.58,1339.3,1312.3,1.2338,1.79
1214,03/20/2018,63.81,62.08,12332.3,11304.8,63.81,62.08,1319.6,1309.3,1.2242,1.79
1215,03/19/2018,62.35,61.36,11524.6,11108.1,62.35,61.36,1321.5,1310.0,1.2335,1.79
1216,03/16/2018,62.54,61.08,11650.2,10967.9,62.54,61.08,1323.3,1312.0,1.2289,1.79
1217,03/15/2018,61.54,60.82,11381.8,10810.3,61.54,60.82,1330.2,1318.0,1.2305,1.79
1218,03/14/2018,61.33,60.11,11948.0,11087.1,61.33,60.11,1332.9,1325.4,1.2367,1.79
1219,03/13/2018,61.97,60.27,11931.8,10835.9,61.97,60.27,1330.7,1317.0,1.239,1.79
1220,03/12/2018,62.33,60.67,10923.5,9728.5,62.33,60.67,1326.9,1318.7,1.2334,1.79
1221,03/09/2018,62.18,60.14,11254.5,10041.6,62.18,60.14,1327.9,1316.6,1.2307,1.79
1222,03/08/2018,61.4,59.95,12179.3,10765.4,61.4,59.95,1331.7,1323.1,1.2312,1.79
1223,03/07/2018,62.58,60.58,12422.9,11490.8,62.58,60.58,1344.0,1326.5,1.2413,1.79
1224,03/06/2018,63.28,62.17,12461.8,10970.5,63.28,62.17,1342.4,1325.7,1.2404,1.79
1225,03/05/2018,62.79,61.1,13422.0,10493.5,62.79,61.1,1331.1,1322.8,1.2336,1.79
1226,03/02/2018,61.6,60.13,13929.8,11747.3,61.6,60.13,1328.6,1319.9,1.2317,1.79
1227,03/01/2018,61.83,60.18,11833.9,11033.7,61.83,60.18,1324.1,1308.3,1.2268,1.79
1228,02/28/2018,63.44,61.36,11114.4,10622.6,63.44,61.36,1323.8,1323.8,1.2194,1.79
1229,02/27/2018,64.08,62.64,11361.3,10557.8,64.08,62.64,1321.4,1321.4,1.2232,1.79
1230,02/26/2018,64.24,63.06,11160.5,10031.3,64.24,63.06,1342.9,1328.0,1.2318,1.79
1231,02/23/2018,63.73,62.33,10184.3,9517.4,63.73,62.33,1334.2,1327.7,1.2293,1.79
1232,02/22/2018,63.09,60.75,9583.9,9188.4,63.09,60.75,1334.4,1322.9,1.2331,1.79
1233,02/21/2018,61.86,60.92,9295.1,9044.0,61.86,60.92,1338.5,1324.4,1.2284,1.79
1234,02/20/2018,62.74,61.58,9336.1,8962.7,62.74,61.58,1354.0,1330.6,1.2338,1.79
1235,02/19/2018,62.49,61.67,9438.1,8959.8,62.49,61.67,1354.0,1330.6,1.2408,1.79
1236,02/16/2018,61.99,60.88,8856.7,8582.3,61.99,60.88,1364.4,1347.3,1.2406,1.79
1237,02/15/2018,61.64,59.72,8685.3,8153.2,61.64,59.72,1359.8,1350.8,1.2506,1.79
1238,02/14/2018,60.9,58.2,8306.1,8028.6,60.9,58.2,1358.6,1319.1,1.245,1.79
1239,02/13/2018,59.73,58.39,8198.1,7805.8,59.73,58.39,1333.5,1323.7,1.2352,1.79
1240,02/12/2018,60.83,59.1,8010.4,7714.5,60.83,59.1,1330.0,1316.3,1.2292,1.79
1241,02/09/2018,60.77,58.07,8012.8,7523.6,60.77,58.07,1325.0,1313.2,1.2235,1.79
1242,02/08/2018,62.09,60.27,7937.5,7516.9,62.09,60.27,1324.5,1309.0,1.2247,1.79
1243,02/07/2018,64.18,61.25,8044.4,7770.5,64.18,61.25,1334.8,1313.5,1.2264,1.79
1244,02/06/2018,64.29,63.12,8099.4,7749.4,64.29,63.12,1349.3,1322.8,1.2377,1.79
1245,02/05/2018,65.4,63.42,7861.4,7480.4,65.4,63.42,1344.8,1331.6,1.2368,1.79
1246,02/02/2018,66.3,64.47,7885.0,7590.4,66.3,64.47,1353.3,1330.1,1.2462,1.79
1247,02/01/2018,66.25,64.63,8118.1,7494.0,66.25,64.63,1354.3,1340.2,1.251,1.79
1248,01/31/2018,64.94,63.67,8734.9,8102.7,64.94,63.67,1351.0,1335.5,1.2421,1.79
1249,01/30/2018,65.56,63.89,8807.7,8534.8,65.56,63.89,1352.5,1337.5,1.2402,1.79
1250,01/29/2018,66.46,64.98,8615.8,8454.0,66.46,64.98,1353.4,1338.0,1.2383,1.79
1251,01/26/2018,66.35,64.91,8578.8,8135.0,66.35,64.91,1358.2,1347.7,1.2421,1.79
1252,01/25/2018,66.66,65.08,9045.9,8054.7,66.66,65.08,1367.5,1343.4,1.2396,1.79
1253,01/24/2018,66.05,64.34,8747.2,8435.3,66.05,64.34,1363.4,1342.0,1.2408,1.79
1254,01/23/2018,64.88,63.7,8794.1,8568.8,64.88,63.7,1343.9,1333.3,1.2299,1.79
1255,01/22/2018,64.14,63.17,8902.8,8607.3,64.14,63.17,1337.6,1331.4,1.2262,1.79
1256,01/19/2018,63.77,62.85,8718.6,7866.5,63.77,62.85,1339.4,1329.6,1.2222,1.79
1257,01/18/2018,64.35,63.47,8090.1,7919.1,64.35,63.47,1334.8,1326.9,1.2239,1.79
1258,01/17/2018,64.17,63.31,8124.1,7775.4,64.17,63.31,1345.2,1329.6,1.2186,1.79
1259,01/16/2018,64.89,63.39,7939.1,7486.8,64.89,63.39,1346.5,1335.0,1.2261,1.79
1260,01/15/2018,64.89,64.11,7999.0,7545.9,64.89,64.11,1345.0,1332.1,1.2263,1.79
1261,01/12/2018,64.5,63.06,8156.4,7604.0,64.5,63.06,1342.0,1324.1,1.2187,1.79
1262,01/11/2018,64.77,63.43,8253.4,7252.3,64.77,63.43,1326.5,1319.2,1.2032,1.79
1263,01/10/2018,63.67,63.09,7458.5,7189.4,63.67,63.09,1329.5,1312.4,1.1947,1.79
1264,01/09/2018,63.48,61.8,7924.0,6998.6,63.48,61.8,1322.8,1312.3,1.1937,1.79
1265,01/08/2018,61.97,61.34,8293.3,7720.4,61.97,61.34,1324.8,1318.0,1.1967,1.79
1266,01/05/2018,62.04,61.09,8225.3,7856.5,62.04,61.09,1325.9,1318.5,1.203,1.79
1267,01/04/2018,62.21,61.59,8323.9,7674.0,62.21,61.59,1329.3,1310.0,1.2068,1.79
1268,01/03/2018,61.97,60.28,8058.3,6893.1,61.97,60.28,1324.5,1311.5,1.2014,1.79
1269,01/02/2018,60.74,60.1,7518.9,6802.6,60.74,60.1,1322.3,1310.8,1.2059,1.79
1270,12/29/2017,60.51,59.82,6466.6,6157.8,60.51,59.82,1308.8,1307.0,1.1998,1.0
1271,12/28/2017,59.94,59.44,6206.0,5990.0,59.94,59.44,1299.5,1299.5,1.1943,1.0
1272,12/27/2017,59.93,59.33,6011.3,5799.1,59.93,59.33,1293.2,1286.0,1.1888,1.0
1273,12/26/2017,60.01,58.32,6019.8,5745.5,60.01,58.32,1288.4,1277.7,1.1859,1.0
1274,12/22/2017,58.5,57.87,5838.2,5708.2,58.5,57.87,1280.4,1268.4,1.1859,1.0
1275,12/21/2017,58.38,57.63,5899.2,5605.0,58.38,57.63,1272.5,1266.0,1.1873,1.0
1276,12/20/2017,58.12,57.44,5844.2,5478.7,58.12,57.44,1271.4,1264.4,1.1871,1.0
1277,12/19/2017,57.64,57.16,5530.8,5370.0,57.64,57.16,1268.6,1262.3,1.184,1.0
1278,12/18/2017,57.78,56.82,5396.3,5319.5,57.78,56.82,1267.0,1255.3,1.1782,1.0
1279,12/15/2017,57.49,56.94,5336.6,5195.9,57.49,56.94,1264.5,1255.2,1.1754,1.0
1280,12/14/2017,57.22,56.09,5322.9,5188.9,57.22,56.09,1261.6,1252.8,1.1778,1.0
1281,12/13/2017,57.83,56.55,5332.5,5234.4,57.83,56.55,1259.7,1242.3,1.1826,1.0
1282,12/12/2017,58.56,56.85,5318.1,5225.4,58.56,56.85,1247.9,1238.3,1.1742,1.0
1283,12/11/2017,58.08,56.91,5469.3,5159.3,58.08,56.91,1253.4,1242.4,1.1768,1.0
1284,12/08/2017,57.79,56.54,5528.2,5137.4,57.79,56.54,1254.4,1244.4,1.1764,1.0
1285,12/07/2017,56.78,55.82,5589.6,5346.8,56.78,55.82,1266.8,1245.8,1.1773,1.0
1286,12/06/2017,57.57,55.87,5594.4,5291.4,57.57,55.87,1271.8,1264.8,1.1796,1.0
1287,12/05/2017,57.92,57.08,5370.2,5170.2,57.92,57.08,1279.8,1263.2,1.1826,1.0
1288,12/04/2017,58.34,57.35,5308.2,5189.8,58.34,57.35,1280.5,1273.5,1.1866,1.0
1289,12/01/2017,58.88,57.29,5327.0,5240.2,58.88,57.29,1292.5,1274.2,1.1891,1.0
1290,11/30/2017,57.98,56.82,5282.4,5192.1,57.98,56.82,1288.4,1273.1,1.1904,1.0
1291,11/29/2017,58.3,56.75,5293.1,5205.0,58.3,56.75,1300.4,1285.1,1.1848,1.0
1292,11/28/2017,58.11,57.42,5230.9,5165.5,58.11,57.42,1298.5,1291.9,1.1841,1.0
1293,11/27/2017,58.99,57.55,5198.4,5014.4,58.99,57.55,1300.7,1288.5,1.1898,1.0
1294,11/24/2017,59.05,57.75,5168.0,4964.2,59.05,57.75,1295.0,1287.2,1.193,1.0
1295,11/23/2017,58.58,57.76,5153.5,5010.7,58.58,57.76,1293.3,1285.1,1.1852,1.0
1296,11/22/2017,58.15,57.03,5093.4,5011.6,58.15,57.03,1295.7,1280.8,1.1822,1.0
1297,11/21/2017,57.22,56.32,5080.5,4889.2,57.22,56.32,1286.0,1278.2,1.1738,1.0
1298,11/20/2017,56.76,55.57,5337.0,4948.0,56.76,55.57,1296.1,1275.9,1.1732,1.0
1299,11/17/2017,56.68,55.18,5404.1,5142.9,56.68,55.18,1298.2,1279.9,1.1795,1.0
1300,11/16/2017,55.62,54.93,5245.9,5095.2,55.62,54.93,1283.0,1277.0,1.177,1.0
1301,11/15/2017,55.56,54.88,5300.6,5060.5,55.56,54.88,1291.3,1279.3,1.1792,1.0
1302,11/14/2017,56.77,54.81,5219.5,5033.7,56.77,54.81,1285.4,1273.1,1.1798,1.0
1303,11/13/2017,57.15,56.3,5198.4,4947.9,57.15,56.3,1281.0,1276.3,1.1667,1.0
1304,11/10/2017,57.35,56.55,5029.4,4888.3,57.35,56.55,1288.0,1275.8,1.1665,1.0
1305,11/09/2017,57.53,56.69,5042.5,4789.2,57.53,56.69,1290.0,1284.3,1.1642,1.0
1306,11/08/2017,57.92,56.41,5278.4,4814.0,57.92,56.41,1287.7,1276.1,1.1595,1.0
1307,11/07/2017,57.69,56.83,4899.6,4143.5,57.69,56.83,1282.7,1274.5,1.1587,1.0
1308,11/06/2017,57.61,55.66,4159.1,4076.8,57.61,55.66,1285.5,1271.1,1.161,1.0
1309,11/03/2017,55.76,54.4,4121.9,4082.2,55.76,54.4,1282.6,1268.6,1.1609,1.0
1310,11/02/2017,54.84,53.99,4138.1,4057.1,54.84,53.99,1285.8,1278.1,1.1658,1.0
1311,11/01/2017,55.22,53.89,4123.1,4022.6,55.22,53.89,1280.8,1271.6,1.1619,1.0
1312,10/31/2017,54.85,53.93,4041.7,4008.4,54.85,53.93,1275.1,1270.8,1.1646,1.0
1313,10/30/2017,54.46,53.75,4043.3,3936.2,54.46,53.75,1279.8,1279.8,1.1651,1.0
1314,10/27/2017,54.2,52.25,3950.7,3899.9,54.2,52.25,1275.2,1263.8,1.161,1.0
1315,10/26/2017,52.86,51.91,4000.5,3897.9,52.86,51.91,1283.8,1266.4,1.165,1.0
1316,10/25/2017,52.57,51.89,4005.7,3967.0,52.57,51.89,1281.3,1272.0,1.1813,1.0
1317,10/24/2017,52.62,51.55,4018.2,3980.8,52.62,51.55,1285.3,1274.8,1.1761,1.0
1318,10/23/2017,52.3,51.68,4005.7,3971.8,52.3,51.68,1284.7,1273.6,1.1749,1.0
1319,10/20/2017,51.73,50.7,4064.0,3923.8,51.73,50.7,1292.9,1279.3,1.1785,1.0
1320,10/19/2017,52.17,51.07,4050.0,3985.3,52.17,51.07,1292.8,1277.6,1.1852,1.0
1321,10/18/2017,52.33,51.69,4029.9,3972.4,52.33,51.69,1290.8,1278.6,1.1787,1.0
1322,10/17/2017,52.25,51.21,4032.3,3958.5,52.25,51.21,1298.4,1283.2,1.1766,1.0
1323,10/16/2017,52.37,51.35,4009.8,3956.3,52.37,51.35,1308.4,1292.5,1.1797,1.0
1324,10/13/2017,51.72,50.7,4050.6,3923.7,51.72,50.7,1306.4,1292.9,1.1823,1.0
1325,10/12/2017,51.13,50.15,3935.7,3874.8,51.13,50.15,1299.8,1291.8,1.1831,1.0
1326,10/11/2017,51.42,50.61,3914.7,3828.4,51.42,50.61,1295.9,1286.8,1.1859,1.0
1327,10/10/2017,51.06,49.54,3894.7,3847.4,51.06,49.54,1296.7,1284.6,1.1806,1.0
1328,10/09/2017,49.79,49.13,3900.1,3817.1,49.79,49.13,1288.0,1277.7,1.174,1.0
1329,10/06/2017,50.82,49.1,3935.5,3842.4,50.82,49.1,1279.2,1262.8,1.1734,1.0
1330,10/05/2017,51.22,49.85,3944.5,3889.2,51.22,49.85,1281.6,1268.5,1.1711,1.0
1331,10/04/2017,50.67,49.76,3964.0,3859.7,50.67,49.76,1285.0,1273.1,1.1759,1.0
1332,10/03/2017,50.73,50.14,3929.0,3810.7,50.73,50.14,1277.4,1271.0,1.1744,1.0
1333,10/02/2017,51.71,50.07,3907.4,3847.9,51.71,50.07,1282.8,1272.0,1.1732,1.0
1334,09/29/2017,51.77,51.25,3887.3,3816.7,51.77,51.25,1293.2,1278.2,1.1814,1.0
1335,09/28/2017,52.86,51.22,3873.2,3705.7,52.86,51.22,1291.6,1280.4,1.1786,1.0
1336,09/27/2017,52.34,51.63,3828.4,3681.8,52.34,51.63,1296.6,1282.1,1.1744,1.0
1337,09/26/2017,52.43,51.43,3836.6,3789.7,52.43,51.43,1313.9,1294.0,1.1793,1.0
1338,09/25/2017,52.28,50.39,3843.2,3783.6,52.28,50.39,1311.4,1291.8,1.1848,1.0
1339,09/22/2017,50.78,50.29,3855.8,3816.4,50.78,50.29,1298.6,1291.9,1.1954,1.0
1340,09/21/2017,50.81,50.07,3883.7,3783.3,50.81,50.07,1302.0,1289.0,1.1941,1.0
1341,09/20/2017,50.65,49.75,3836.4,3701.9,50.65,49.75,1316.5,1297.8,1.1893,1.0
1342,09/19/2017,50.42,49.33,3845.5,3775.0,50.42,49.33,1312.2,1306.9,1.1994,1.0
1343,09/18/2017,50.33,49.19,3870.7,3753.8,50.33,49.19,1320.4,1307.4,1.1954,1.0
1344,09/15/2017,50.13,49.41,4194.2,3738.7,50.13,49.41,1335.0,1322.1,1.1943,1.0
1345,09/14/2017,50.5,49.15,4152.6,3939.4,50.5,49.15,1330.0,1317.8,1.1919,1.0
1346,09/13/2017,49.4,48.12,3983.1,3931.7,49.4,48.12,1334.9,1322.3,1.1886,1.0
1347,09/12/2017,48.44,47.73,4011.5,3909.2,48.44,47.73,1330.7,1324.4,1.1967,1.0
1348,09/11/2017,48.27,47.0,3983.6,3881.2,48.27,47.0,1346.0,1328.8,1.1953,1.0
1349,09/08/2017,49.26,47.27,3993.8,3863.7,49.26,47.27,1359.0,1346.8,1.2035,1.0
1350,09/07/2017,49.33,48.63,3903.7,3655.1,49.33,48.63,1352.5,1337.8,1.2023,1.0
1351,09/06/2017,49.42,48.52,3689.9,3607.9,49.42,48.52,1345.1,1335.6,1.1917,1.0
1352,09/05/2017,48.98,47.15,3641.9,3599.7,48.98,47.15,1347.3,1330.4,1.1914,1.0
1353,09/04/2017,47.66,47.16,3648.3,3581.4,47.66,47.16,1349.7,1331.1,1.1896,1.0
1354,09/01/2017,47.35,46.56,3663.5,3599.2,47.35,46.56,1329.0,1327.0,1.1859,1.0
1355,08/31/2017,47.47,45.58,3656.4,3594.4,47.47,45.58,1315.1,1314.5,1.191,1.0
1356,08/30/2017,46.72,45.84,3681.1,3623.8,46.72,45.84,1312.3,1312.3,1.1883,1.0
1357,08/29/2017,46.96,45.76,3680.6,3617.1,46.96,45.76,1328.2,1306.9,1.1972,1.0
1358,08/28/2017,48.2,46.15,3675.3,3633.2,48.2,46.15,1314.0,1294.0,1.1979,1.0
1359,08/25/2017,47.91,47.39,3721.1,3382.5,47.91,47.39,1297.7,1277.0,1.1926,1.0
1360,08/24/2017,48.43,47.06,3421.8,3390.3,48.43,47.06,1293.0,1286.1,1.1799,1.0
1361,08/23/2017,48.5,47.53,3478.0,3383.9,48.5,47.53,1293.7,1284.7,1.1808,1.0
1362,08/22/2017,48.03,47.2,3485.9,3450.3,48.03,47.2,1294.0,1283.8,1.1762,1.0
1363,08/21/2017,48.75,47.03,3479.7,3437.1,48.75,47.03,1296.0,1282.9,1.1816,1.0
1364,08/18/2017,48.74,46.78,3507.8,3431.3,48.74,46.78,1303.5,1285.7,1.1762,1.0
1365,08/17/2017,47.19,46.46,3514.5,3447.8,47.19,46.46,1292.5,1283.2,1.1724,1.0
1366,08/16/2017,47.99,46.67,3485.7,3415.3,47.99,46.67,1286.1,1270.0,1.177,1.0
1367,08/15/2017,47.9,47.02,3484.7,3427.0,47.9,47.02,1284.2,1269.4,1.1735,1.0
1368,08/14/2017,49.16,47.43,3479.0,3394.2,49.16,47.43,1293.0,1280.9,1.178,1.0
1369,08/11/2017,48.98,47.98,3450.1,3368.2,48.98,47.98,1294.6,1283.5,1.182,1.0
1370,08/10/2017,50.22,48.35,3561.2,3395.7,50.22,48.35,1290.4,1277.2,1.1772,1.0
1371,08/09/2017,49.72,48.9,3583.2,3509.2,49.72,48.9,1281.2,1262.7,1.1759,1.0
1372,08/08/2017,49.79,48.86,3652.5,3556.1,49.79,48.86,1267.7,1254.0,1.175,1.0
1373,08/07/2017,49.73,48.54,3582.6,3542.2,49.73,48.54,1262.4,1258.1,1.1795,1.0
1374,08/04/2017,49.64,48.5,3587.0,3539.7,49.64,48.5,1273.0,1256.9,1.1772,1.0
1375,08/03/2017,49.96,48.78,3608.3,3532.8,49.96,48.78,1273.7,1259.7,1.187,1.0
1376,08/02/2017,49.65,48.55,3607.9,3465.2,49.65,48.55,1275.6,1265.8,1.1856,1.0
1377,08/01/2017,50.43,48.37,3561.4,3505.4,50.43,48.37,1276.9,1265.2,1.1801,1.0
1378,07/31/2017,50.41,49.18,3699.1,3503.9,50.41,49.18,1273.9,1268.4,1.1842,1.0
1379,07/28/2017,49.81,48.86,3715.2,3604.1,49.81,48.86,1273.7,1260.3,1.1752,1.0
1380,07/27/2017,49.24,48.25,3627.9,3575.7,49.24,48.25,1266.2,1255.5,1.1677,1.0
1381,07/26/2017,48.87,47.86,3636.7,3554.8,48.87,47.86,1264.7,1244.8,1.1734,1.0
1382,07/25/2017,48.66,46.38,3644.1,3561.4,48.66,46.38,1259.0,1250.4,1.1652,1.0
1383,07/24/2017,46.53,45.4,3660.8,3545.7,46.53,45.4,1259.6,1253.1,1.1642,1.0
1384,07/21/2017,47.21,45.54,3672.0,3490.4,47.21,45.54,1256.3,1244.4,1.1663,1.0
1385,07/20/2017,47.55,46.66,3617.6,3473.2,47.55,46.66,1248.2,1236.0,1.1631,1.0
1386,07/19/2017,47.26,46.14,3633.9,3561.3,47.26,46.14,1244.4,1237.5,1.1515,1.0
1387,07/18/2017,46.92,45.81,3655.7,3563.1,46.92,45.81,1245.1,1234.8,1.1555,1.0
1388,07/17/2017,46.88,45.89,4007.7,3562.1,46.88,45.89,1236.8,1230.6,1.1479,1.0
1389,07/14/2017,46.74,45.8,4014.2,3957.5,46.74,45.8,1234.0,1216.8,1.1469,1.0
1390,07/13/2017,46.28,44.99,4070.5,3943.1,46.28,44.99,1224.6,1217.4,1.1399,1.0
1391,07/12/2017,46.48,45.11,4028.0,3945.5,46.48,45.11,1226.0,1215.8,1.1412,1.0
1392,07/11/2017,45.81,43.83,4034.1,3758.5,45.81,43.83,1218.2,1209.6,1.1467,1.0
1393,07/10/2017,44.84,43.65,3846.7,3769.0,44.84,43.65,1216.0,1205.9,1.14,1.0
1394,07/07/2017,45.42,43.78,3823.9,3720.0,45.42,43.78,1228.9,1209.8,1.1401,1.0
1395,07/06/2017,46.53,45.18,3875.8,3753.0,46.53,45.18,1229.0,1224.2,1.1423,1.0
1396,07/05/2017,47.32,44.51,3894.8,3768.1,47.32,44.51,1230.0,1218.3,1.1353,1.0
1397,07/04/2017,47.31,46.74,3814.3,3664.4,47.31,46.74,1228.4,1216.5,1.1345,1.0
1398,07/03/2017,47.1,45.92,3819.6,3658.8,47.1,45.92,1244.4,1220.2,1.1364,1.0
1399,06/30/2017,46.35,44.88,3837.7,3682.5,46.35,44.88,1245.0,1242.7,1.1426,1.0
1400,06/29/2017,45.45,44.65,3899.6,3696.0,45.45,44.65,1247.6,1247.6,1.1441,1.0
1401,06/28/2017,44.9,43.67,3900.3,3565.5,44.9,43.67,1255.7,1246.7,1.1378,1.0
1402,06/27/2017,44.44,43.32,3822.6,3560.8,44.44,43.32,1253.8,1241.8,1.1339,1.0
1403,06/26/2017,43.65,42.63,3841.9,3680.3,43.65,42.63,1259.0,1236.5,1.1182,1.0
1404,06/23/2017,43.2,42.53,4030.7,3676.5,43.2,42.53,1260.0,1250.6,1.1194,1.0
1405,06/22/2017,43.32,42.26,4208.2,3941.9,43.32,42.26,1256.0,1246.4,1.1153,1.0
1406,06/21/2017,44.2,42.05,4037.1,3904.6,44.2,42.05,1248.8,1241.7,1.1168,1.0
1407,06/20/2017,44.4,42.75,3977.2,3803.7,44.4,42.75,1249.4,1242.4,1.1134,1.0
1408,06/19/2017,45.06,44.05,4153.1,3786.9,45.06,44.05,1257.3,1244.3,1.1149,1.0
1409,06/16/2017,44.94,44.24,4140.3,3665.8,44.94,44.24,1258.6,1253.2,1.1197,1.0
1410,06/15/2017,44.81,44.22,3924.7,3647.5,44.81,44.22,1268.5,1252.7,1.1145,1.0
1411,06/14/2017,46.49,44.54,3683.1,3456.9,46.49,44.54,1284.2,1259.0,1.1218,1.0
1412,06/13/2017,46.57,45.56,3597.4,3243.1,46.57,45.56,1271.0,1260.5,1.1216,1.0
1413,06/12/2017,46.71,45.66,3305.0,3225.9,46.71,45.66,1272.4,1265.6,1.1203,1.0
1414,06/09/2017,46.18,45.27,3282.3,3177.0,46.18,45.27,1284.6,1266.7,1.1195,1.0
1415,06/08/2017,46.18,45.2,3336.6,3199.1,46.18,45.2,1291.5,1273.5,1.1214,1.0
1416,06/07/2017,48.23,45.65,3474.4,3284.8,48.23,45.65,1297.6,1285.0,1.1257,1.0
1417,06/06/2017,48.4,46.94,3510.2,3379.4,48.4,46.94,1298.8,1282.1,1.1277,1.0
1418,06/05/2017,48.42,46.86,3485.9,3349.9,48.42,46.86,1286.0,1280.2,1.1254,1.0
1419,06/02/2017,48.19,46.74,3622.4,3412.7,48.19,46.74,1282.2,1261.3,1.1282,1.0
1420,06/01/2017,49.17,47.9,3677.6,3424.2,49.17,47.9,1272.8,1263.7,1.1213,1.0
1421,05/31/2017,49.71,47.73,3507.7,3302.9,49.71,47.73,1276.8,1262.0,1.1244,1.0
1422,05/30/2017,50.28,49.03,3626.6,3251.8,50.28,49.03,1273.4,1261.8,1.1185,1.0
1423,05/29/2017,50.29,49.52,3887.2,3505.7,50.29,49.52,1273.4,1261.8,1.1166,1.0
1424,05/26/2017,49.94,48.18,4082.9,3809.3,49.94,48.18,1271.0,1254.5,1.1183,1.0
1425,05/25/2017,52.0,48.45,4177.0,3839.9,52.0,48.45,1261.0,1255.1,1.121,1.0
1426,05/24/2017,51.88,51.03,4316.1,4105.3,51.88,51.03,1260.0,1249.8,1.1219,1.0
1427,05/23/2017,51.79,50.57,4299.1,3967.1,51.79,50.57,1265.1,1252.3,1.1183,1.0
1428,05/22/2017,51.06,50.44,4340.6,3954.5,51.06,50.44,1263.3,1253.3,1.1238,1.0
1429,05/19/2017,50.53,49.28,4440.1,4140.6,50.53,49.28,1257.8,1248.5,1.1207,1.0
1430,05/18/2017,49.6,48.05,4391.8,3866.4,49.6,48.05,1266.7,1248.0,1.1103,1.0
1431,05/17/2017,49.5,48.03,3920.6,3687.8,49.5,48.03,1262.0,1238.4,1.1159,1.0
1432,05/16/2017,49.38,48.17,4179.0,3679.8,49.38,48.17,1240.0,1232.1,1.1082,1.0
1433,05/15/2017,49.66,47.75,4198.4,3634.2,49.66,47.75,1238.8,1229.9,1.0975,1.0
1434,05/12/2017,48.07,47.35,4494.6,3821.5,48.07,47.35,1232.9,1226.4,1.0931,1.0
1435,05/11/2017,48.22,47.34,4455.6,4223.7,48.22,47.34,1229.0,1220.1,1.0861,1.0
1436,05/10/2017,47.78,46.01,4695.7,4346.7,47.78,46.01,1227.2,1219.4,1.0868,1.0
1437,05/09/2017,46.78,45.53,4743.7,4393.0,46.78,45.53,1228.9,1216.0,1.0873,1.0
1438,05/08/2017,46.98,45.73,5013.4,4272.3,46.98,45.73,1238.0,1223.9,1.0924,1.0
1439,05/05/2017,46.68,43.76,5662.5,4831.1,46.68,43.76,1236.8,1228.3,1.0998,1.0
1440,05/04/2017,47.75,45.29,5727.9,5615.5,47.75,45.29,1242.8,1228.1,1.0985,1.0
1441,05/03/2017,48.23,47.3,5645.5,5561.4,48.23,47.3,1255.2,1239.3,1.0885,1.0
