,Date,SNP500_High,SNP500_Low,Bitcoin_High,Bitcoin_Low,Oil_High,Oil_Low,Gold_High,Gold_Low,EURO_To_USD_Rate,Interest
935,04/18/2019,64.16,63.46,7259.4,7031.5,64.16,63.46,1279.7,1273.0,1.1229,2.16
936,04/17/2019,64.61,63.66,7142.8,7005.8,64.61,63.66,1282.1,1275.2,1.1294,2.16
937,04/16/2019,64.37,62.99,7159.7,6520.5,64.37,62.99,1291.7,1275.5,1.128,2.16
938,04/15/2019,63.84,63.03,6929.5,6615.9,63.84,63.03,1295.2,1285.3,1.1307,2.16
939,04/12/2019,64.65,63.66,6970.8,6768.6,64.65,63.66,1299.1,1293.2,1.13,2.16
940,04/11/2019,64.49,63.31,6920.3,6618.5,64.49,63.31,1313.1,1292.9,1.125,2.16
941,04/10/2019,64.7,64.05,7158.8,6785.1,64.7,64.05,1314.7,1304.7,1.1273,2.16
942,04/09/2019,64.79,63.68,6931.4,6765.1,64.79,63.68,1310.4,1300.6,1.1261,2.16
943,04/08/2019,64.48,63.13,7294.4,6756.1,64.48,63.13,1307.9,1295.5,1.1259,2.16
944,04/05/2019,63.34,61.82,7361.1,7140.3,63.34,61.82,1297.8,1288.3,1.1214,2.16
945,04/04/2019,62.77,61.89,7396.1,7153.1,62.77,61.89,1298.7,1284.9,1.122,2.16
946,04/03/2019,62.99,62.05,7440.3,7101.7,62.99,62.05,1299.0,1292.7,1.1234,2.16
947,04/02/2019,62.75,61.6,7335.0,6770.1,62.75,61.6,1297.1,1289.5,1.1202,2.16
948,04/01/2019,61.8,60.13,6889.4,6686.0,61.8,60.13,1301.7,1291.0,1.1212,2.16
949,03/29/2019,60.73,59.41,6958.6,6679.1,60.73,59.41,1304.6,1291.3,1.1217,2.16
950,03/28/2019,59.56,58.2,7026.3,6623.6,59.56,58.2,1317.6,1293.3,1.122,2.16
951,03/27/2019,60.22,58.81,7182.7,6567.9,60.22,58.81,1322.0,1310.9,1.1247,2.16
952,03/26/2019,60.38,59.04,6661.3,6157.4,60.38,59.04,1325.2,1315.5,1.1264,2.16
953,03/25/2019,59.35,58.17,6513.1,6346.3,59.35,58.17,1326.5,1314.0,1.1311,2.16
954,03/22/2019,60.07,58.28,6576.5,5872.5,60.07,58.28,1317.6,1310.0,1.1313,2.16
955,03/21/2019,60.39,59.66,6258.8,5889.3,60.39,59.66,1322.4,1306.6,1.1373,2.16
956,03/20/2019,60.12,58.39,6374.3,6046.5,60.12,58.39,1319.6,1301.5,1.1411,2.16
957,03/19/2019,59.57,58.62,6813.7,6322.3,59.57,58.62,1313.1,1307.2,1.1349,2.16
958,03/18/2019,59.23,58.05,6772.9,6541.7,59.23,58.05,1309.0,1301.7,1.1336,2.16
959,03/15/2019,58.95,57.74,6930.2,6474.6,58.95,57.74,1308.3,1297.8,1.1325,2.16
960,03/14/2019,58.74,58.0,6814.2,6380.8,58.74,58.0,1310.0,1295.9,1.1302,2.16
961,03/13/2019,58.48,57.01,6564.7,5710.8,58.48,57.01,1314.5,1304.0,1.1325,2.16
962,03/12/2019,57.55,56.74,6394.4,5771.2,57.55,56.74,1304.9,1295.6,1.1286,2.16
963,03/11/2019,57.01,55.96,6438.3,5887.0,57.01,55.96,1301.9,1294.1,1.1247,2.16
964,03/08/2019,56.51,54.52,6858.1,5748.2,56.51,54.52,1303.1,1293.8,1.124,2.16
965,03/07/2019,56.99,56.08,6379.5,5256.0,56.99,56.08,1292.5,1286.8,1.1194,2.16
966,03/06/2019,56.4,55.42,5373.1,5020.9,56.4,55.42,1294.6,1288.3,1.1307,2.16
967,03/05/2019,57.19,56.09,5432.8,4946.5,57.19,56.09,1292.8,1286.0,1.1308,2.16
968,03/04/2019,57.0,55.81,5369.3,4477.7,57.0,55.81,1301.0,1287.0,1.134,2.16
969,03/01/2019,57.88,55.57,5863.3,5120.6,57.88,55.57,1314.6,1297.0,1.1377,2.16
970,02/28/2019,57.43,56.43,5634.9,5072.2,57.43,56.43,1328.0,1318.1,1.1371,2.16
971,02/27/2019,57.39,55.72,5934.3,3869.5,57.39,55.72,1325.0,1325.0,1.1369,2.16
972,02/26/2019,56.08,55.02,7963.1,4546.6,56.08,55.02,1332.4,1325.5,1.1387,2.16
973,02/25/2019,57.53,55.08,7976.5,7606.0,57.53,55.08,1334.9,1327.3,1.1359,2.16
974,02/22/2019,57.81,56.71,8145.5,7740.2,57.81,56.71,1335.6,1323.8,1.1343,2.16
975,02/21/2019,57.61,56.64,8158.8,7648.7,57.61,56.64,1344.3,1323.3,1.1336,2.16
976,02/20/2019,57.55,55.48,8888.0,8015.3,57.55,55.48,1349.8,1339.8,1.1337,2.16
977,02/19/2019,56.33,55.29,9180.8,8848.7,56.33,55.29,1345.0,1323.8,1.1341,2.16
978,02/18/2019,56.73,56.12,9165.2,9004.9,56.73,56.12,1345.0,1324.4,1.1311,2.16
979,02/15/2019,55.87,54.24,8840.3,8679.7,55.87,54.24,1325.8,1314.3,1.1295,2.16
980,02/14/2019,54.68,53.08,8911.7,8669.3,54.68,53.08,1317.4,1304.7,1.1301,2.16
981,02/13/2019,54.6,53.27,8961.8,8503.1,54.6,53.27,1321.7,1308.1,1.1267,2.16
982,02/12/2019,54.05,52.29,8737.2,8437.2,54.05,52.29,1318.3,1310.0,1.1325,2.16
983,02/11/2019,52.78,51.23,8793.7,8539.8,52.78,51.23,1318.7,1307.1,1.1276,2.16
984,02/08/2019,52.99,52.08,8898.7,8451.9,52.99,52.08,1319.5,1311.5,1.133,2.16
985,02/07/2019,54.21,51.8,8968.3,8538.5,54.21,51.8,1315.8,1306.4,1.1341,2.16
986,02/06/2019,54.3,52.86,9368.1,8672.0,54.3,52.86,1319.9,1309.6,1.1362,2.16
987,02/05/2019,55.21,53.47,9672.3,9269.8,55.21,53.47,1321.0,1314.8,1.1415,2.16
988,02/04/2019,55.75,53.29,9981.0,9507.0,55.75,53.29,1323.6,1312.7,1.1438,2.16
989,02/01/2019,55.66,53.37,9965.6,9653.4,55.66,53.37,1328.2,1320.6,1.1456,2.16
990,01/31/2019,55.37,53.62,9706.5,9569.8,55.37,53.62,1331.1,1322.2,1.1446,2.16
991,01/30/2019,54.93,53.09,9747.1,9574.5,54.93,53.09,1328.6,1313.5,1.1479,2.16
992,01/29/2019,53.93,51.84,9681.4,9448.9,53.93,51.84,1313.8,1304.8,1.1432,2.16
993,01/28/2019,53.64,51.33,10230.9,9424.3,53.64,51.33,1306.2,1299.5,1.1434,2.16
994,01/25/2019,53.94,52.91,10230.1,9601.6,53.94,52.91,1305.3,1281.7,1.1415,2.16
995,01/24/2019,53.47,52.07,9951.5,9468.9,53.47,52.07,1286.5,1278.7,1.1306,2.16
996,01/23/2019,53.64,51.86,10056.4,9654.9,53.64,51.86,1288.3,1280.4,1.1381,2.16
997,01/22/2019,54.24,51.8,10369.8,9831.7,54.24,51.8,1287.2,1279.0,1.1359,2.16
998,01/21/2019,54.48,53.58,10372.4,10125.2,54.48,53.58,1285.0,1276.0,1.1366,2.16
999,01/18/2019,53.92,52.09,10435.6,10229.3,53.92,52.09,1294.8,1282.5,1.1363,2.16
1000,01/17/2019,52.58,50.98,10314.1,9725.1,52.58,50.98,1297.1,1291.8,1.1398,2.16
1001,01/16/2019,52.52,51.26,10181.7,9774.8,52.52,51.26,1297.7,1290.7,1.14,2.16
1002,01/15/2019,52.3,50.64,10157.1,9882.7,52.3,50.64,1298.0,1290.0,1.1417,2.16
1003,01/14/2019,52.11,50.38,9931.2,9673.2,52.11,50.38,1299.4,1291.1,1.1477,2.16
1004,01/11/2019,53.31,51.18,9872.5,9738.7,53.31,51.18,1298.5,1290.8,1.1469,2.16
1005,01/10/2019,52.78,51.37,9854.9,9536.1,52.78,51.37,1300.9,1290.7,1.15,2.16
1006,01/09/2019,52.58,49.71,9726.8,9179.9,52.58,49.71,1297.9,1284.6,1.1543,2.16
1007,01/08/2019,49.95,48.31,9347.5,9193.9,49.95,48.31,1291.0,1286.5,1.1442,2.16
1008,01/07/2019,49.79,48.11,9582.8,9243.1,49.79,48.11,1299.8,1287.6,1.1476,2.16
1009,01/04/2019,49.22,46.65,9465.4,9183.1,49.22,46.65,1301.9,1282.3,1.1395,2.16
1010,01/03/2019,47.49,45.35,9458.8,9301.5,47.49,45.35,1298.1,1289.7,1.1394,2.16
1011,01/02/2019,47.78,44.35,9525.0,9222.3,47.78,44.35,1293.7,1284.3,1.1343,2.16
1012,12/31/2018,46.53,44.73,9428.7,9250.9,46.53,44.73,1288.6,1284.0,1.147,1.79
1013,12/28/2018,46.22,44.42,9389.5,8866.6,46.22,44.42,1286.1,1286.1,1.1438,1.79
1014,12/27/2018,46.7,44.37,8983.1,8585.6,46.7,44.37,1281.6,1269.1,1.143,1.79
1015,12/26/2018,47.0,42.52,8607.8,8304.9,47.0,42.52,1282.3,1267.4,1.1353,1.79
1016,12/24/2018,46.24,42.36,8522.0,8242.6,46.24,42.36,1273.9,1260.0,1.14,1.79
1017,12/21/2018,46.77,45.13,8687.3,8309.6,46.77,45.13,1266.2,1257.1,1.1369,1.79
1018,12/20/2018,47.51,45.67,8805.4,8610.8,47.51,45.67,1270.3,1246.2,1.1446,1.79
1019,12/19/2018,48.0,45.93,8770.3,8524.0,48.0,45.93,1262.2,1245.3,1.1377,1.79
1020,12/18/2018,49.59,45.79,8740.1,8539.2,49.59,45.79,1254.5,1249.0,1.1361,1.79
1021,12/17/2018,51.87,49.01,9183.7,8552.8,51.87,49.01,1252.2,1239.4,1.1347,1.79
1022,12/14/2018,52.95,50.84,8982.3,8814.6,52.95,50.84,1247.3,1236.5,1.1309,1.79
1023,12/13/2018,53.27,50.35,9005.1,8675.9,53.27,50.35,1251.7,1244.4,1.1363,1.79
1024,12/12/2018,52.88,50.94,8850.0,8605.8,52.88,50.94,1252.6,1247.1,1.1368,1.79
1025,12/11/2018,52.43,50.7,8904.0,8615.5,52.43,50.7,1255.1,1245.8,1.1316,1.79
1026,12/10/2018,52.81,50.53,8898.7,8111.2,52.81,50.53,1256.6,1246.9,1.1356,1.79
1027,12/07/2018,54.22,50.6,8196.7,8068.4,54.22,50.6,1255.8,1242.6,1.1378,1.79
1028,12/06/2018,53.3,50.08,8189.9,7973.1,53.3,50.08,1249.9,1240.0,1.1376,1.79
1029,12/05/2018,54.44,52.16,8262.9,8008.4,54.44,52.16,1244.8,1238.7,1.1344,1.79
1030,12/04/2018,54.55,52.43,8187.4,7697.7,54.55,52.43,1247.5,1235.8,1.1345,1.79
1031,12/03/2018,53.85,52.03,8065.9,7779.2,53.85,52.03,1240.4,1226.6,1.1354,1.79
1032,11/30/2018,51.79,49.65,8436.4,7900.8,51.79,49.65,1231.1,1221.8,1.1317,1.79
1033,11/29/2018,52.2,49.41,8182.0,7754.1,52.2,49.41,1234.9,1226.7,1.1393,1.79
1034,11/28/2018,52.56,50.06,7783.1,7366.7,52.56,50.06,1230.2,1214.5,1.1366,1.79
1035,11/27/2018,52.38,50.3,7501.0,7345.6,52.38,50.3,1228.8,1215.9,1.1288,1.79
1036,11/26/2018,52.25,50.1,7433.1,7291.4,52.25,50.1,1231.0,1225.6,1.1328,1.79
1037,11/23/2018,54.82,50.15,7402.9,6884.1,54.82,50.15,1232.6,1224.2,1.1341,1.79
1038,11/22/2018,54.82,53.53,7209.6,6901.4,54.82,53.53,1229.2,1220.3,1.1408,1.79
1039,11/21/2018,55.86,53.39,7259.4,7180.0,55.86,53.39,1232.9,1223.6,1.1385,1.79
1040,11/20/2018,57.44,52.77,7331.0,7167.4,57.44,52.77,1232.3,1224.3,1.1371,1.79
1041,11/19/2018,57.33,55.08,7420.9,7244.1,57.33,55.08,1229.3,1222.7,1.1453,1.79
1042,11/16/2018,57.96,55.89,7518.9,7303.0,57.96,55.89,1229.1,1217.3,1.142,1.79
1043,11/15/2018,57.26,55.59,7375.9,7256.5,57.26,55.59,1219.7,1212.7,1.1328,1.79
1044,11/14/2018,57.37,55.13,7293.8,7128.5,57.37,55.13,1217.5,1202.5,1.131,1.79
1045,11/13/2018,59.35,54.75,7414.3,7177.3,59.35,54.75,1209.0,1201.7,1.1291,1.79
1046,11/12/2018,61.28,58.68,7542.4,7150.9,61.28,58.68,1214.5,1204.8,1.1218,1.79
1047,11/09/2018,60.79,59.26,7433.2,7185.7,60.79,59.26,1227.3,1211.5,1.1336,1.79
1048,11/08/2018,62.42,60.4,7684.0,7276.2,62.42,60.4,1231.3,1226.3,1.1363,1.79
1049,11/07/2018,63.18,61.2,7501.1,7142.0,63.18,61.2,1241.7,1231.1,1.1426,1.79
1050,11/06/2018,63.32,61.31,7197.6,7129.6,63.32,61.31,1241.1,1230.6,1.1427,1.79
1051,11/05/2018,64.14,62.52,7218.4,7107.7,64.14,62.52,1237.6,1233.8,1.1407,1.79
1052,11/02/2018,63.95,62.63,7354.0,7039.3,63.95,62.63,1240.7,1240.7,1.1387,1.79
1053,11/01/2018,65.39,63.11,7387.7,6462.2,65.39,63.11,1228.4,1219.0,1.1409,1.79
1054,10/31/2018,67.0,64.81,6943.5,6575.0,67.0,64.81,1221.8,1218.3,1.1312,1.79
1055,10/30/2018,67.26,65.33,7153.1,6864.6,67.26,65.33,1228.3,1228.3,1.1344,1.79
1056,10/29/2018,67.95,66.29,7175.8,7033.8,67.95,66.29,1237.6,1226.1,1.1373,1.79
1057,10/26/2018,67.88,66.2,7267.4,7043.3,67.88,66.2,1246.0,1232.5,1.1403,1.79
1058,10/25/2018,67.65,65.99,7288.0,7200.3,67.65,65.99,1242.0,1230.5,1.1376,1.79
1059,10/24/2018,67.72,66.05,7272.4,7124.6,67.72,66.05,1238.0,1228.3,1.1392,1.79
1060,10/23/2018,69.66,65.74,7284.4,7168.8,69.66,65.74,1243.0,1224.5,1.1471,1.79
1061,10/22/2018,69.65,68.27,7400.3,7192.1,69.65,68.27,1232.6,1222.8,1.1465,1.79
1062,10/19/2018,69.77,68.56,7626.0,7321.6,69.77,68.56,1234.1,1226.2,1.1515,1.79
1063,10/18/2018,70.03,68.47,7576.4,7416.7,70.03,68.47,1233.6,1221.7,1.1453,1.79
1064,10/17/2018,72.43,69.43,7595.7,7489.6,72.43,69.43,1232.9,1223.7,1.1501,1.79
1065,10/16/2018,72.29,71.02,7552.1,7329.8,72.29,71.02,1235.9,1226.3,1.1575,1.79
1066,10/15/2018,72.7,70.85,7476.3,7184.0,72.7,70.85,1236.9,1220.4,1.1579,1.79
1067,10/12/2018,72.01,70.64,7702.2,7113.6,72.01,70.64,1228.1,1219.3,1.1563,1.79
1068,10/11/2018,72.76,70.51,7389.4,7227.1,72.76,70.51,1230.0,1194.7,1.1594,1.79
1069,10/10/2018,75.08,72.38,7433.8,7173.6,75.08,72.38,1198.6,1188.5,1.152,1.79
1070,10/09/2018,75.28,74.0,7546.5,7244.4,75.28,74.0,1195.8,1186.6,1.149,1.79
1071,10/08/2018,74.58,73.07,7787.7,7472.7,74.58,73.07,1208.0,1186.0,1.1492,1.79
1072,10/05/2018,75.22,73.83,7825.3,7412.3,75.22,73.83,1209.8,1200.9,1.1524,1.79
1073,10/04/2018,76.47,73.88,7639.5,7380.6,76.47,73.88,1210.7,1199.6,1.1515,1.79
1074,10/03/2018,76.9,74.3,7636.9,6875.4,76.9,74.3,1212.3,1200.4,1.1478,1.79
1075,10/02/2018,75.91,74.93,7329.5,7045.1,75.91,74.93,1212.3,1192.2,1.1548,1.79
1076,10/01/2018,75.77,72.95,7352.8,6534.8,75.77,72.95,1196.5,1188.1,1.1578,1.79
1077,09/28/2018,73.73,71.88,7344.1,6894.9,73.73,71.88,1198.0,1184.3,1.1609,1.79
1078,09/27/2018,72.6,71.71,7342.5,7093.7,72.6,71.71,1202.6,1185.6,1.1641,1.79
1079,09/26/2018,72.38,71.47,7700.9,6818.5,72.38,71.47,1203.9,1193.0,1.174,1.79
1080,09/25/2018,72.78,71.89,8129.6,7519.7,72.78,71.89,1204.6,1198.9,1.1772,1.79
1081,09/24/2018,72.74,71.14,8223.0,8074.2,72.74,71.14,1205.0,1196.2,1.1748,1.79
1082,09/21/2018,71.8,69.98,8245.6,8032.8,71.8,69.98,1212.1,1194.2,1.175,1.79
1083,09/20/2018,71.81,70.73,8516.3,8110.4,71.81,70.73,1210.5,1203.5,1.1777,1.79
1084,09/19/2018,71.5,69.65,8631.7,8413.0,71.5,69.65,1208.5,1201.0,1.1673,1.79
1085,09/18/2018,70.42,68.53,8532.8,8450.7,70.42,68.53,1204.5,1199.6,1.1667,1.79
1086,09/17/2018,69.72,68.53,8761.8,8437.1,69.72,68.53,1207.0,1195.6,1.1683,1.79
1087,09/14/2018,69.91,67.94,8799.8,8615.8,69.91,67.94,1209.7,1195.8,1.163,1.79
1088,09/13/2018,70.28,68.35,8829.7,8721.1,70.28,68.35,1213.3,1202.5,1.169,1.79
1089,09/12/2018,71.26,69.5,8841.2,8615.7,71.26,69.5,1210.9,1197.9,1.1626,1.79
1090,09/11/2018,70.01,67.48,9066.4,8649.4,70.01,67.48,1198.9,1190.1,1.1607,1.79
1091,09/10/2018,68.52,67.33,9092.9,8763.5,68.52,67.33,1199.6,1194.7,1.1594,1.79
1092,09/07/2018,68.08,66.86,8877.5,8746.9,68.08,66.86,1203.7,1200.0,1.1553,1.79
1093,09/06/2018,69.02,67.0,9254.8,8722.4,69.02,67.0,1209.0,1203.5,1.1622,1.79
1094,09/05/2018,69.59,68.56,9367.0,9130.0,69.59,68.56,1200.7,1196.1,1.1629,1.79
1095,09/04/2018,71.4,69.08,9424.6,9262.7,71.4,69.08,1204.8,1193.3,1.1582,1.79
1096,09/03/2018,70.2,69.54,9452.7,9193.9,70.2,69.54,1207.6,1195.1,1.1624,1.79
1097,08/31/2018,70.36,69.64,9359.1,9095.0,70.36,69.64,1205.3,1202.7,1.1601,1.79
1098,08/30/2018,70.5,69.55,9356.7,9201.2,70.5,69.55,1202.5,1202.5,1.1671,1.79
1099,08/29/2018,69.76,68.37,9270.4,9057.2,69.76,68.37,1208.8,1202.2,1.1708,1.79
1100,08/28/2018,69.2,68.21,9378.9,8959.6,69.2,68.21,1215.7,1201.0,1.1695,1.79
1101,08/27/2018,68.97,68.34,9411.3,9018.4,68.97,68.34,1214.0,1204.5,1.1678,1.79
1102,08/24/2018,69.31,67.78,9531.3,9125.3,69.31,67.78,1210.4,1184.9,1.1623,1.79
1103,08/23/2018,68.12,67.32,9866.9,9202.5,68.12,67.32,1198.7,1185.6,1.1539,1.79
1104,08/22/2018,68.15,65.98,9773.2,9081.0,68.15,65.98,1203.7,1194.8,1.1597,1.79
1105,08/21/2018,68.1,66.52,10540.0,8061.8,68.1,66.52,1199.8,1190.0,1.1571,1.79
1106,08/20/2018,66.68,65.59,8697.7,7404.9,66.68,65.59,1193.2,1185.3,1.1481,1.79
1107,08/17/2018,66.39,65.3,7501.5,7366.3,66.39,65.3,1187.6,1174.2,1.1439,1.79
1108,08/16/2018,65.52,64.43,8055.0,7329.2,65.52,64.43,1184.5,1162.7,1.1377,1.79
1109,08/15/2018,66.9,64.51,8289.1,8017.7,66.9,64.51,1197.2,1175.6,1.1345,1.79
1110,08/14/2018,68.37,66.58,8315.3,8155.7,68.37,66.58,1200.9,1194.5,1.1344,1.79
1111,08/13/2018,67.95,65.71,8288.5,7889.6,67.95,65.71,1216.5,1193.9,1.1409,1.79
1112,08/10/2018,67.87,66.14,8060.2,7892.4,67.87,66.14,1220.0,1208.5,1.1411,1.79
1113,08/09/2018,67.41,66.49,8116.4,7842.0,67.41,66.49,1220.5,1213.6,1.1527,1.79
1114,08/08/2018,69.37,66.32,8118.2,7944.4,69.37,66.32,1218.5,1208.8,1.1611,1.79
1115,08/07/2018,69.83,68.81,8185.9,7929.8,69.83,68.81,1219.2,1210.9,1.1599,1.79
1116,08/06/2018,69.92,68.5,8400.2,8139.5,69.92,68.5,1220.7,1209.5,1.1554,1.79
1117,08/03/2018,69.24,67.87,8374.3,8222.2,69.24,67.87,1223.3,1207.4,1.1567,1.79
1118,08/02/2018,69.36,66.92,8450.2,8190.6,69.36,66.92,1224.9,1210.3,1.1584,1.79
1119,08/01/2018,68.52,67.31,8394.8,8260.9,68.52,67.31,1228.7,1219.1,1.166,1.79
1120,07/31/2018,70.22,67.98,8751.1,8249.7,70.22,67.98,1232.6,1217.6,1.1691,1.79
1121,07/30/2018,70.43,68.8,8638.5,8438.7,70.43,68.8,1229.1,1223.1,1.1706,1.79
1122,07/27/2018,69.77,68.26,8655.9,8122.7,69.77,68.26,1230.1,1220.0,1.1658,1.79
1123,07/26/2018,69.92,68.92,8323.1,8118.1,69.92,68.92,1237.7,1224.9,1.1643,1.79
1124,07/25/2018,69.7,68.2,8293.5,7797.0,69.7,68.2,1236.7,1226.7,1.1728,1.79
1125,07/24/2018,69.05,67.56,8145.5,7834.9,69.05,67.56,1232.2,1221.0,1.1686,1.79
1126,07/23/2018,69.31,67.6,8185.1,8030.6,69.31,67.6,1237.4,1224.8,1.1692,1.79
1127,07/20/2018,71.1,69.37,8233.6,8041.4,71.1,69.37,1234.5,1218.9,1.172,1.79
1128,07/19/2018,70.17,67.8,8391.7,8090.1,70.17,67.8,1231.2,1213.4,1.1643,1.79
1129,07/18/2018,69.06,67.04,8374.0,8167.7,69.06,67.04,1230.7,1223.8,1.1639,1.79
1130,07/17/2018,68.44,67.03,8486.2,8187.9,68.44,67.03,1247.4,1228.8,1.1661,1.79
1131,07/16/2018,70.87,67.58,8318.5,7749.0,70.87,67.58,1248.0,1241.0,1.171,1.79
1132,07/13/2018,71.66,69.84,8226.8,7922.1,71.66,69.84,1250.5,1239.5,1.1685,1.79
1133,07/12/2018,71.24,69.23,8297.2,8031.1,71.24,69.23,1250.5,1244.7,1.1672,1.79
1134,07/11/2018,74.26,70.02,8257.4,7882.1,74.26,70.02,1256.5,1244.7,1.1674,1.79
1135,07/10/2018,74.7,73.65,8463.1,7773.6,74.7,73.65,1263.5,1251.3,1.1744,1.79
1136,07/09/2018,74.28,72.99,8729.8,8245.1,74.28,72.99,1269.8,1260.4,1.1751,1.79
1137,07/06/2018,74.01,72.14,9793.8,8069.4,74.01,72.14,1262.7,1257.8,1.1747,1.79
1138,07/05/2018,74.9,72.53,10048.8,9656.3,74.9,72.53,1263.6,1256.9,1.1691,1.79
1139,07/04/2018,74.76,73.52,10075.0,9870.9,74.76,73.52,1261.0,1252.2,1.1656,1.79
1140,07/03/2018,75.27,72.73,10177.9,9939.8,75.27,72.73,1259.3,1242.1,1.1657,1.79
1141,07/02/2018,74.35,72.51,10279.5,10088.6,74.35,72.51,1257.4,1244.1,1.1641,1.79
1142,06/29/2018,74.46,72.93,10297.6,9707.6,74.46,72.93,1257.3,1257.3,1.1685,1.79
1143,06/28/2018,74.03,72.2,10257.5,10119.3,74.03,72.2,1253.8,1253.8,1.1569,1.79
1144,06/27/2018,73.06,70.56,10273.6,10153.5,73.06,70.56,1261.9,1252.2,1.1554,1.79
1145,06/26/2018,70.91,67.72,10360.5,10108.5,70.91,67.72,1269.4,1256.4,1.1647,1.79
1146,06/25/2018,69.44,67.78,10360.4,10272.0,69.44,67.78,1274.4,1265.5,1.1704,1.79
1147,06/22/2018,69.38,65.71,10421.4,10253.7,69.38,65.71,1273.1,1268.4,1.1657,1.79
1148,06/21/2018,66.22,64.34,10441.4,10174.1,66.22,64.34,1272.3,1262.4,1.1603,1.79
1149,06/20/2018,66.53,65.01,10447.9,10051.0,66.53,65.01,1278.6,1269.6,1.1572,1.79
1150,06/19/2018,65.9,64.39,10257.5,9908.9,65.9,64.39,1286.8,1272.6,1.159,1.79
1151,06/18/2018,65.98,63.59,10379.8,9970.7,65.98,63.59,1284.9,1279.5,1.1623,1.79
1152,06/15/2018,67.09,64.29,10478.0,10095.7,67.09,64.29,1306.7,1277.9,1.1609,1.79
1153,06/14/2018,67.16,66.36,10578.0,10266.3,67.16,66.36,1313.0,1301.0,1.1569,1.79
1154,06/13/2018,66.89,65.52,10556.4,10302.3,66.89,65.52,1305.2,1294.5,1.1791,1.79
1155,06/12/2018,66.7,65.87,10896.2,10227.4,66.7,65.87,1304.8,1296.3,1.1745,1.79
1156,06/11/2018,66.35,64.85,10630.7,10469.9,66.35,64.85,1307.0,1297.8,1.1784,1.79
1157,06/08/2018,66.24,65.15,10783.6,10388.6,66.24,65.15,1304.8,1296.0,1.1768,1.79
1158,06/07/2018,66.07,64.81,10756.8,10283.5,66.07,64.81,1307.8,1299.0,1.1799,1.79
1159,06/06/2018,65.96,64.27,10431.5,9720.3,65.96,64.27,1306.1,1297.7,1.1773,1.79
1160,06/05/2018,65.57,64.22,9799.5,9533.6,65.57,64.22,1304.8,1293.5,1.1718,1.79
1161,06/04/2018,66.04,64.57,9677.5,9457.3,66.04,64.57,1302.3,1293.8,1.1699,1.79
1162,06/01/2018,67.34,65.51,9675.7,9370.2,67.34,65.51,1304.8,1293.1,1.1661,1.79
1163,05/31/2018,68.3,66.56,9729.1,9343.0,68.3,66.56,1311.5,1301.0,1.1692,1.79
1164,05/30/2018,68.67,66.35,10271.3,9629.6,68.67,66.35,1308.8,1300.0,1.1663,1.79
1165,05/29/2018,67.55,65.8,10387.6,10060.2,67.55,65.8,1309.0,1294.7,1.154,1.79
1166,05/28/2018,67.41,65.81,10568.2,10136.0,67.41,65.81,1306.1,1291.4,1.1623,1.79
1167,05/25/2018,70.8,67.42,10415.9,9917.5,70.8,67.42,1309.6,1302.3,1.1652,1.79
1168,05/24/2018,72.0,70.52,10434.3,9921.4,72.0,70.52,1309.1,1295.3,1.172,1.79
1169,05/23/2018,72.26,71.19,10218.2,9777.0,72.26,71.19,1299.4,1289.6,1.1697,1.79
1170,05/22/2018,72.83,71.9,10797.8,9908.0,72.83,71.9,1298.0,1289.9,1.1779,1.79
1171,05/21/2018,72.59,71.25,10941.6,10581.0,72.59,71.25,1295.1,1284.6,1.1791,1.79
1172,05/18/2018,71.75,70.99,10923.9,10267.8,71.75,70.99,1296.2,1288.7,1.1778,1.79
1173,05/17/2018,72.3,71.09,10494.9,10086.7,72.3,71.09,1296.3,1287.0,1.1795,1.79
1174,05/16/2018,71.59,70.66,10460.7,10016.3,71.59,70.66,1298.9,1289.1,1.1807,1.79
1175,05/15/2018,71.92,70.42,10734.0,9788.6,71.92,70.42,1317.2,1292.1,1.1838,1.79
1176,05/14/2018,71.26,70.26,10448.2,9580.1,71.26,70.26,1325.2,1316.0,1.1927,1.79
1177,05/11/2018,71.63,70.45,10894.5,9965.5,71.63,70.45,1328.4,1320.8,1.1944,1.79
1178,05/10/2018,71.89,70.56,11445.6,10793.2,71.89,70.56,1325.5,1314.0,1.1915,1.79
1179,05/09/2018,71.36,69.85,11508.6,11267.3,71.36,69.85,1320.6,1309.0,1.185,1.79
1180,05/08/2018,70.4,67.63,11728.4,11146.1,70.4,67.63,1321.2,1309.7,1.1864,1.79
1181,05/07/2018,70.84,69.51,12185.0,11281.6,70.84,69.51,1323.0,1315.5,1.1922,1.79
1182,05/04/2018,69.97,68.12,12225.3,11885.0,69.97,68.12,1317.8,1312.8,1.196,1.79
1183,05/03/2018,68.6,67.21,12236.6,11727.0,68.6,67.21,1321.5,1312.1,1.1988,1.79
1184,05/02/2018,68.14,66.92,12114.5,11406.4,68.14,66.92,1316.0,1307.9,1.1951,1.79
1185,05/01/2018,68.9,66.85,12291.9,11237.0,68.9,66.85,1311.4,1311.0,1.1993,1.79
1186,04/30/2018,69.34,67.17,11922.3,10934.8,69.34,67.17,1322.3,1322.3,1.2079,1.79
1187,04/27/2018,68.36,67.64,11017.7,10568.8,68.36,67.64,1326.5,1326.5,1.213,1.79
1188,04/26/2018,68.78,67.71,10893.6,10504.5,68.78,67.71,1328.0,1316.2,1.2103,1.79
